id_orgao_cluster;tipo_justica;Atuacao_Vara;Cluster_Novo;Desc_Cluster;Porte_Municipio;Porte_Tribunal;Classificacao_Acervo_2;Classificacao_PIB_per_capita;codtribunal;cod_orgao_julg;Classificacao_cluster;Desc_Cluster_com_duracao
4181;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18576;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1493 dias
4182;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18577;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1097 dias
4183;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18578;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1688 dias
4184;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18579;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1786 dias
4185;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18580;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1913 dias
4186;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18581;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1864 dias
4187;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18590;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 979 dias
4188;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT20;18593;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 864 dias
4189;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22274;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1527 dias
4190;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22275;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1253 dias
4191;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22276;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1352 dias
4192;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22277;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1067 dias
4193;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22278;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 952 dias
4194;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22279;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1226 dias
4195;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22280;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1201 dias
4196;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22281;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1225 dias
4197;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22282;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 581 dias
4198;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22283;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1063 dias
4199;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22284;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 922 dias
4200;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22285;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1646 dias
4201;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22286;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1908 dias
4202;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22287;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1903 dias
4203;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22288;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 823 dias
4204;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22289;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 2014 dias
4205;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22290;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1424 dias
4206;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22291;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1796 dias
4207;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22292;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1493 dias
4208;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22293;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1879 dias
4209;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22294;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1852 dias
4210;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22295;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1838 dias
4211;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22296;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1411 dias
4212;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;76598;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1014 dias
4213;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;76599;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1394 dias
4214;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;79550;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 142 dias
4215;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22297;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1758 dias
4216;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22298;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1131 dias
4217;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22299;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1339 dias
4218;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22300;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 932 dias
4219;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22301;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1032 dias
4220;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22302;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 917 dias
4221;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22303;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 801 dias
4222;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22304;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1302 dias
4223;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22305;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 946 dias
4224;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22306;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 977 dias
4225;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT21;22310;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 488 dias
4226;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30300;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1489 dias
4227;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30301;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1166 dias
4228;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30302;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1144 dias
4229;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30303;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1523 dias
4230;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30304;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1685 dias
4231;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30305;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1437 dias
4232;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30306;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 705 dias
4233;Trabalho;Trabalho;Cluster 5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com baixo PIB per capita;TRT22;30307;4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita - a duração média dos processos das varas desse cluster é de 1080 dias
4234;Trabalho;Trabalho;Cluster 5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com baixo PIB per capita;TRT22;30308;4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita - a duração média dos processos das varas desse cluster é de 1118 dias
4235;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30309;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1449 dias
4236;Trabalho;Trabalho;Cluster 5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com baixo PIB per capita;TRT22;30310;4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita - a duração média dos processos das varas desse cluster é de 1799 dias
4237;Trabalho;Trabalho;Cluster 1;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30311;0;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1139 dias
4238;Trabalho;Trabalho;Cluster 5;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita;Medio_Porte;Nao_classificado;Acervo Grande;Municipio com baixo PIB per capita;TRT22;30312;4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de medio porte e Municipio com baixo PIB per capita - a duração média dos processos das varas desse cluster é de 685 dias
4239;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;80048;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 488 dias
4240;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;80049;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1105 dias
4241;Trabalho;Trabalho;Cluster 2;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de medio porte e Municipio com alto PIB per capita;Medio_Porte;Nao_classificado;Acervo Médio;Municipio com alto PIB per capita;TRT22;80050;1;Cluster majoritariamente composto por varas de acervo médio em tribunais de porte nao_classificado em municípios de medio porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 788 dias
4242;Trabalho;Trabalho;Cluster 3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com alto PIB per capita;TRT22;80051;2;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com alto PIB per capita - a duração média dos processos das varas desse cluster é de 170 dias
4243;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30656;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1617 dias
4244;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30657;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1844 dias
4245;Trabalho;Trabalho;Cluster 4;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita;Grande_Porte;Nao_classificado;Acervo Grande;Municipio com médio PIB per capita;TRT22;30658;3;Cluster majoritariamente composto por varas de acervo grande em tribunais de porte nao_classificado em municípios de grande porte e Municipio com médio PIB per capita - a duração média dos processos das varas desse cluster é de 1601 dias
