codtribunal;cod_orgao_julg;Classificacao_cluster
TJSE;18157;2
TJSE;18157;2
TJSE;18157;2
TJSE;18158;2
TJSE;18158;2
TJSE;18158;2
TJSE;18158;2
TJSE;18158;2
TJSE;18158;2
TJSE;18158;2
TJSE;18159;2
TJSE;18159;2
TJSE;18159;2
TJSE;18159;2
TJSE;18160;2
TJSE;18160;2
TJSE;18160;2
TJSE;18160;2
TJSE;18160;2
TJSE;18161;2
TJSE;18161;2
TJSE;18161;2
TJSE;18161;2
TJSE;18163;2
TJSE;18163;2
TJSE;18163;2
TJSE;18164;0
TJSE;18164;0
TJSE;18164;0
TJSE;18166;0
TJSE;18166;0
TJSE;18166;0
TJSE;18171;2
TJSE;18171;2
TJSE;18171;2
TJSE;18173;2
TJSE;18173;2
TJSE;18173;2
TJSE;18173;2
TJSE;18173;2
TJSE;18173;2
TJSE;18173;2
TJSE;18177;2
TJSE;18177;2
TJSE;18177;2
TJSE;18179;2
TJSE;18179;2
TJSE;18179;2
TJSE;18179;2
TJSE;18179;2
TJSE;18179;2
TJSE;18370;2
TJSE;18370;2
TJSE;18370;2
TJSE;18370;2
TJSE;18370;2
TJSE;18412;2
TJSE;18412;2
TJSE;18412;2
TJSE;18412;2
TJSE;18412;2
TJSE;18412;2
TJSE;18412;2
TJSE;78561;2
TJSE;78561;2
TJSE;78789;2
TJSE;78789;2
TJSE;78789;2
TJSE;78793;2
TJSE;78793;2
TJSE;78793;2
TJSE;78793;2
TJSE;78793;2
TJSE;8375;2
TJSE;8375;2
TJSE;8375;2
TJSE;8375;2
TJSE;8375;2
TJSE;8384;4
TJSE;8384;4
TJSE;8384;4
TJSE;8384;4
TJSE;8384;4
TJSE;8384;4
TJSE;8388;2
TJSE;8388;2
TJSE;8388;2
TJSE;8388;2
TJSE;8388;2
TJSE;8388;2
TJSE;8388;2
TJSE;8391;2
TJSE;8391;2
TJSE;8391;2
TJSE;8391;2
TJSE;8391;2
TJSE;8391;2
TJSE;8391;2
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8398;4
TJSE;8457;4
TJSE;8457;4
TJSE;8457;4
TJSE;8457;4
TJSE;8457;4
TJSE;8457;4
TJSE;8457;4
TJSE;8466;2
TJSE;8466;2
TJSE;8466;2
TJSE;8523;2
TJSE;8523;2
TJSE;8523;2
TJSE;8523;2
TJSE;8523;2
TJSE;8523;2
TJSE;8528;2
TJSE;8528;2
TJSE;8528;2
TJSE;8528;2
TJSE;8528;2
TJSE;8528;2
TJSE;8528;2
TJSE;8552;2
TJSE;8552;2
TJSE;8565;2
TJSE;8565;2
TJSE;8565;2
TJSE;8565;2
TJSE;8565;2
TJSE;8565;2
TJSE;8565;2
TJSE;8573;2
TJSE;8573;2
TJSE;8573;2
TJSE;8573;2
TJSE;8573;2
TJSE;8573;2
TJSE;8579;2
TJSE;8579;2
TJSE;8579;2
TJSE;8579;2
TJSE;8579;2
TJSE;8579;2
TJSE;8595;2
TJSE;8595;2
TJSE;8595;2
TJSE;8595;2
TJSE;8595;2
TJSE;8595;2
TJSE;8602;2
TJSE;8602;2
TJSE;8602;2
TJSE;8602;2
TJSE;8602;2
TJSE;8602;2
TJSE;8609;2
TJSE;8609;2
TJSE;8609;2
TJSE;8609;2
TJSE;8609;2
TJSE;8609;2
TJSE;8609;2
TJSE;8618;2
TJSE;8618;2
TJSE;8618;2
TJSE;8618;2
TJSE;8618;2
TJSE;8618;2
TJSE;8629;2
TJSE;8629;2
TJSE;8629;2
TJSE;8629;2
TJSE;8638;2
TJSE;8638;2
TJSE;8638;2
TJSE;8638;2
TJSE;8638;2
TJSE;8638;2
TJSE;8638;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8653;2
TJSE;8659;2
TJSE;8659;2
TJSE;8659;2
TJSE;8659;2
TJSE;8659;2
TJSE;8659;2
TJSE;8659;2
TJSE;8673;4
TJSE;8673;4
TJSE;8673;4
TJSE;8673;4
TJSE;8673;4
TJSE;8673;4
TJSE;8678;4
TJSE;8678;4
TJSE;8678;4
TJSE;8678;4
TJSE;8678;4
TJSE;8678;4
TJTO;5432;2
TJTO;5432;2
TJTO;5436;2
TJTO;5436;2
TJTO;5436;2
TJTO;5444;2
TJTO;5455;2
TJTO;5455;2
TJTO;5465;2
TJTO;5481;2
TJTO;5481;2
TJTO;5481;2
TJTO;5481;2
TJTO;5487;2
TJTO;5487;2
TJTO;5487;2
TJTO;5491;2
TJTO;5491;2
TJTO;5496;2
TJTO;5496;2
TJTO;5499;2
TJTO;5499;2
TJTO;5509;2
TJTO;5509;2
TJTO;5509;2
TJTO;5509;2
TJTO;5512;2
TJTO;5518;2
TJTO;5518;2
TJTO;5521;2
TJTO;5521;2
TJTO;5521;2
TJTO;5521;2
TJTO;5529;2
TJTO;5529;2
TJTO;5533;2
TJTO;5533;2
TJTO;5543;2
TJTO;5543;2
TJTO;5543;2
TJTO;5543;2
TJTO;5548;2
TJTO;5548;2
TJTO;5548;2
TJTO;5555;2
TJTO;5555;2
TJTO;5582;2
TJTO;5582;2
TJTO;5588;2
TJTO;5588;2
TJTO;5596;2
TJTO;5596;2
TJTO;5596;2
TJTO;5596;2
TJTO;5600;2
TJTO;5607;2
TJTO;5607;2
TJTO;5619;2
TJTO;5619;2
TJTO;33640;2
TJTO;33644;2
TJTO;33647;2
TJTO;33649;2
TJTO;33650;2
TJTO;33651;2
TJTO;5436;2
TJTO;5455;2
TJTO;5465;2
TJTO;5496;2
TJTO;5518;2
TJTO;5555;2
TJTO;5596;2
TJTO;5596;2
TRF2;12241;1
TRF2;12242;1
TRF2;12242;1
TRF2;12245;1
TRF2;12245;1
TRF2;12246;1
TRF2;12246;1
TRF2;12251;1
TRF2;12252;1
TRF2;12255;1
TRF2;12255;1
TRF2;12258;1
TRF2;12265;1
TRF2;12870;0
TRF2;13877;1
TRF2;17767;1
TRF2;17021;1
TRF2;17023;1
TRF2;17024;0
TRF2;17027;0
TRF2;17031;0
TRF2;17034;0
TRF2;17035;0
TRF2;17036;0
TRF2;17038;0
TRF2;17040;0
TRF2;17042;1
TRF2;17043;0
TRF2;17044;0
TRF2;17045;1
TRF2;12870;0
TRF2;63797;1
TRF2;63798;1
TRF2;63800;1
TRF2;63802;1
TRF2;63804;1
TRF2;63844;0
TRF2;63845;1
TRF3;12927;1
TRF3;12928;0
TRF3;12930;1
TRF3;12932;1
TRF3;12933;1
TRF3;12933;1
TRF3;12934;1
TRF3;12935;1
TRF3;12936;1
TRF3;12937;1
TRF3;12937;1
TRF3;12938;1
TRF3;12939;1
TRF3;12939;1
TRF3;12940;0
TRF3;12943;1
TRF3;12943;1
TRF3;12944;1
TRF3;12946;0
TRF3;12947;0
TRF3;12949;0
TRF3;12950;1
TRF3;12951;1
TRF3;12951;1
TRF3;12952;0
TRF3;12952;0
TRF3;12954;0
TRF3;12955;0
TRF3;12957;0
TRF3;12957;0
TRF3;12958;1
TRF3;12958;1
TRF3;12960;1
TRF3;12960;1
TRF3;12961;0
TRF3;12961;0
TRF3;12962;0
TRF3;12962;0
TRF3;12963;1
TRF3;14003;0
TRF3;14004;0
TRF3;14004;0
TRF3;16495;0
TRF3;16496;0
TRF3;16496;0
TRF3;18202;0
TRF3;18202;0
TRF3;18205;0
TRF3;18205;0
TRF3;21670;0
TRF3;21670;0
TRF3;21673;0
TRF3;21674;0
TRF3;21674;0
TRF3;21676;0
TRF3;21676;0
TRF3;21677;0
TRF3;21678;0
TRF3;21678;0
TRF3;21679;0
TRF3;21680;0
TRF3;21681;0
TRF3;21682;0
TRF3;21683;0
TRF3;21687;0
TRF3;21688;0
TRF3;21689;0
TRF3;21690;0
TRF3;21691;0
TRF3;21692;0
TRF3;21693;0
TRF3;21694;0
TRF3;21695;0
TRF3;21696;0
TRF3;21697;0
TRF3;21698;0
TRF3;21699;0
TRF3;21700;0
TRF3;21701;0
TRF3;21702;0
TRF3;21703;0
TRF3;21704;0
TRF3;21705;0
TRF3;21706;0
TRF3;21711;0
TRF3;21711;0
TRF3;21715;1
TRF3;21636;1
TRF3;21637;1
TRF4;11926;1
TRF4;12632;1
TRF4;12634;0
TRF4;12635;0
TRF4;12642;0
TRF4;17822;1
TRF4;17822;1
TRF4;44527;1
TRF4;44529;1
TRF4;44536;1
TRF4;44539;0
TRF4;44540;1
TRF4;44543;1
TRF4;44550;1
TRF4;11926;1
TRF4;17822;1
TRF4;17784;0
TRF4;17784;0
TRF4;17819;0
TRF4;18360;0
TRF4;18360;0
TRF5;12222;2
TRF5;12225;2
TRF5;12226;2
TRF2;11879;1
TRF2;12151;1
TRF2;12239;1
TRF2;12249;1
TRF2;12253;1
TRF2;12257;1
TRF2;12259;1
TRF2;12260;1
TRF2;12261;1
TRF2;12297;1
TRF2;12307;2
TRF2;12307;2
TRF2;12316;1
TRF2;12317;1
TRF2;14167;1
TRF2;16184;2
TRF2;16184;2
TRF2;12151;1
TRF2;12249;1
TRF2;12317;1
TRF3;12442;1
TRF3;12443;1
TRF3;12444;1
TRF3;12445;1
TRF3;12446;1
TRF3;12447;1
TRF3;12448;1
TRF3;12449;1
TRF3;12450;1
TRF3;12465;1
TRF3;12466;1
TRF3;12468;1
TRF3;12541;1
TRF3;12542;1
TRF3;12551;0
TRF3;12551;0
TRF3;12553;3
TRF3;13867;1
TRF3;13978;0
TRF3;21707;1
TRF3;21707;1
TRF3;21708;1
TRF3;21708;1
TRF3;21709;1
TRF3;21709;1
TRF4;11890;1
TRF4;11891;1
TRF4;11892;1
TRF4;11915;1
TRF4;11916;1
TRF4;11920;1
TRF4;11925;1
TRF4;11928;2
TRF4;11970;2
TRF4;11970;2
TRF4;11970;2
TRF4;11975;1
TRF4;11978;1
TRF4;11979;1
TRF4;12003;1
TRF4;12003;1
TRF4;12004;1
TRF4;12005;1
TRF4;12005;1
TRF4;12007;1
TRF4;12147;1
TRF4;12576;1
TRF4;12625;1
TRF4;12659;1
TRF4;12659;1
TRF4;12682;1
TRF4;12682;1
TRF4;13380;1
TRF4;13380;1
TRF4;13701;0
TRF4;13866;1
TRF4;13869;1
TRF4;18362;1
TRF4;72823;1
TRF4;72909;1
TRF4;44528;1
TRF4;44531;1
TRF4;44534;1
TRF4;44534;1
TRF4;44538;1
TRF4;44546;1
TRF4;44549;1
TRF4;11892;1
TRF4;11928;2
TRF4;11970;2
TRF4;11978;1
TRF4;12005;1
TRF4;12147;1
TRF4;13701;0
TRF4;72823;1
TRF5;12177;2
TRF5;12178;2
TRF5;12223;2
TRF5;17907;2
TRF5;18090;2
TRF2;12273;1
TRF2;12273;1
TRF2;12273;1
TRF2;12276;0
TRF2;12276;0
TRF2;12278;5
TRF2;12278;5
TRF2;12278;5
TRF2;12280;1
TRF2;12280;1
TRF2;12280;1
TRF2;12282;0
TRF2;12282;0
TRF2;12282;0
TRF2;12286;1
TRF2;12286;1
TRF2;12286;1
TRF2;12288;5
TRF2;12288;5
TRF2;12288;5
TRF2;12289;1
TRF2;12289;1
TRF2;12289;1
TRF2;12291;2
TRF2;12291;2
TRF2;12291;2
TRF2;12293;1
TRF2;12293;1
TRF2;12293;1
TRF2;12294;1
TRF2;12294;1
TRF2;12294;1
TRF2;12298;4
TRF2;12298;4
TRF2;12299;4
TRF2;12299;4
TRF2;12299;4
TRF2;12301;1
TRF2;12301;1
TRF2;12301;1
TRF2;12302;1
TRF2;12302;1
TRF2;12311;1
TRF2;12311;1
TRF2;12311;1
TRF2;12311;1
TRF2;12312;1
TRF2;12312;1
TRF2;12312;1
TRF2;12313;1
TRF2;12313;1
TRF2;12313;1
TRF2;12320;0
TRF2;12320;0
TRF2;12322;1
TRF2;12322;1
TRF2;12324;0
TRF2;12324;0
TRF2;12438;5
TRF2;12438;5
TRF2;12438;5
TRF2;12658;1
TRF2;12658;1
TRF2;12658;1
TRF2;13794;1
TRF2;13930;0
TRF2;13930;0
TRF2;14335;5
TRF2;14335;5
TRF2;14335;5
TRF2;17022;1
TRF2;17022;1
TRF2;17025;1
TRF2;17025;1
TRF2;17026;1
TRF2;17026;1
TRF2;17028;1
TRF2;17028;1
TRF2;17030;1
TRF2;17030;1
TRF2;18255;1
TRF2;18255;1
TRF2;63777;1
TRF2;63780;1
TRF2;63780;1
TRF2;12273;1
TRF2;12273;1
TRF2;12276;0
TRF2;12276;0
TRF2;12278;5
TRF2;12280;1
TRF2;12282;0
TRF2;12282;0
TRF2;12288;5
TRF2;12289;1
TRF2;12291;2
TRF2;12293;1
TRF2;12294;1
TRF2;12301;1
TRF2;12301;1
TRF2;12302;1
TRF2;12302;1
TRF2;12322;1
TRF2;12324;0
TRF2;12324;0
TRF2;12438;5
TRF2;12658;1
TRF2;12658;1
TRF2;13794;1
TRF2;13930;0
TRF2;14335;5
TRF3;12454;4
TRF3;12454;4
TRF3;12455;1
TRF3;12455;1
TRF3;12456;4
TRF3;12456;4
TRF3;12457;1
TRF3;12457;1
TRF3;12458;4
TRF3;12458;4
TRF3;12458;4
TRF3;12460;1
TRF3;12460;1
TRF3;12460;1
TRF3;12461;4
TRF3;12461;4
TRF3;12461;4
TRF3;12462;1
TRF3;12462;1
TRF3;12464;4
TRF3;12464;4
TRF3;12470;1
TRF3;12470;1
TRF3;12470;1
TRF3;12471;1
TRF3;12471;1
TRF3;12473;1
TRF3;12473;1
TRF3;12475;1
TRF3;12475;1
TRF3;12475;1
TRF3;12476;1
TRF3;12476;1
TRF3;12476;1
TRF3;12478;1
TRF3;12478;1
TRF3;12478;1
TRF3;12479;1
TRF3;12479;1
TRF3;12479;1
TRF3;12480;1
TRF3;12482;1
TRF3;12482;1
TRF3;12482;1
TRF3;12483;1
TRF3;12483;1
TRF3;12484;1
TRF3;12484;1
TRF3;12484;1
TRF3;12486;1
TRF3;12486;1
TRF3;12487;1
TRF3;12487;1
TRF3;12487;1
TRF3;12488;1
TRF3;12488;1
TRF3;12488;1
TRF3;12490;4
TRF3;12490;4
TRF3;12491;1
TRF3;12491;1
TRF3;12492;4
TRF3;12492;4
TRF3;12492;4
TRF3;12494;1
TRF3;12494;1
TRF3;12494;1
TRF3;12494;1
TRF3;12495;1
TRF3;12495;1
TRF3;12496;4
TRF3;12496;4
TRF3;12496;4
TRF3;12498;0
TRF3;12498;0
TRF3;12499;0
TRF3;12499;0
TRF3;12500;0
TRF3;12500;0
TRF3;12500;0
TRF3;12502;1
TRF3;12502;1
TRF3;12504;1
TRF3;12504;1
TRF3;12506;1
TRF3;12507;1
TRF3;12507;1
TRF3;12507;1
TRF3;12511;5
TRF3;12511;5
TRF3;12512;0
TRF3;12512;0
TRF3;12512;0
TRF3;12513;1
TRF3;12513;1
TRF3;12515;1
TRF3;12515;1
TRF3;12515;1
TRF3;12516;1
TRF3;12516;1
TRF3;12516;1
TRF3;12517;1
TRF3;12517;1
TRF3;12518;1
TRF3;12518;1
TRF3;12519;1
TRF3;12519;1
TRF3;12521;1
TRF3;12521;1
TRF3;12522;1
TRF3;12522;1
TRF3;12522;1
TRF3;12524;1
TRF3;12524;1
TRF3;12524;1
TRF3;12528;1
TRF3;12528;1
TRF3;12530;3
TRF3;12530;3
TRF3;12532;1
TRF3;12532;1
TRF3;12534;1
TRF3;12534;1
TRF3;12535;1
TRF3;12536;1
TRF3;12536;1
TRF3;12538;3
TRF3;12538;3
TRF3;12538;3
TRF3;12544;1
TRF3;12544;1
TRF3;12544;1
TRF3;12545;1
TRF3;12545;1
TRF3;12547;1
TRF3;12547;1
TRF3;12547;1
TRF3;12549;1
TRF3;12549;1
TRF3;12555;7
TRF3;12959;4
TRF3;12959;4
TRF3;13743;1
TRF3;13754;1
TRF3;13754;1
TRF3;13754;1
TRF3;13843;1
TRF3;13844;1
TRF3;13845;1
TRF3;13845;1
TRF3;13845;1
TRF3;13848;1
TRF3;13983;1
TRF3;14002;1
TRF3;14005;1
TRF3;14006;4
TRF3;14006;4
TRF3;14117;1
TRF3;14117;1
TRF3;16315;0
TRF3;16315;0
TRF3;16419;1
TRF3;16419;1
TRF3;16494;1
TRF3;16497;1
TRF3;16497;1
TRF3;16586;7
TRF3;16884;5
TRF3;18224;1
TRF3;52435;1
TRF3;21671;1
TRF3;21671;1
TRF3;21672;1
TRF3;21672;1
TRF3;21675;1
TRF3;21675;1
TRF3;21684;1
TRF3;21684;1
TRF3;21685;1
TRF3;21685;1
TRF3;21686;1
TRF3;21686;1
TRF3;12491;1
TRF3;12538;3
TRF3;18216;4
TRF4;11911;0
TRF4;11911;0
TRF4;11914;4
TRF4;11917;3
TRF4;11919;5
TRF4;11919;5
TRF4;11922;1
TRF4;11923;7
TRF4;11923;7
TRF4;11927;1
TRF4;11927;1
TRF4;11931;7
TRF4;11931;7
TRF4;11950;0
TRF4;11950;0
TRF4;11951;1
TRF4;11951;1
TRF4;11951;1
TRF4;11952;2
TRF4;11954;2
TRF4;11954;2
TRF4;11957;2
TRF4;11957;2
TRF4;11961;0
TRF4;11961;0
TRF4;11961;0
TRF4;11961;0
TRF4;11964;3
TRF4;11969;0
TRF4;11969;0
TRF4;11971;4
TRF4;11971;4
TRF4;11971;4
TRF4;11971;4
TRF4;11972;1
TRF4;11972;1
TRF4;11972;1
TRF4;11972;1
TRF4;11973;4
TRF4;11973;4
TRF4;11973;4
TRF4;11973;4
TRF4;12001;4
TRF4;12001;4
TRF4;12011;2
TRF4;12012;2
TRF4;12012;2
TRF4;12013;3
TRF4;12149;4
TRF4;12150;4
TRF4;12581;4
TRF4;12582;4
TRF4;12585;4
TRF4;12586;1
TRF4;12587;4
TRF4;12591;1
TRF4;12591;1
TRF4;12593;1
TRF4;12593;1
TRF4;12594;4
TRF4;12594;4
TRF4;12600;4
TRF4;12600;4
TRF4;12603;1
TRF4;12604;1
TRF4;12605;1
TRF4;12605;1
TRF4;12610;4
TRF4;12610;4
TRF4;12611;4
TRF4;12611;4
TRF4;12615;1
TRF4;12618;4
TRF4;12620;1
TRF4;12621;1
TRF4;12626;1
TRF4;12627;4
TRF4;12633;4
TRF4;12637;4
TRF4;12638;1
TRF4;12641;4
TRF4;12655;1
TRF4;12656;3
TRF4;12656;3
TRF4;12660;2
TRF4;12660;2
TRF4;12660;2
TRF4;12664;1
TRF4;12664;1
TRF4;12665;1
TRF4;12665;1
TRF4;12667;3
TRF4;12667;3
TRF4;12668;3
TRF4;12668;3
TRF4;12673;1
TRF4;12673;1
TRF4;12674;1
TRF4;12674;1
TRF4;12676;1
TRF4;12676;1
TRF4;12677;1
TRF4;12677;1
TRF4;12686;3
TRF4;12686;3
TRF4;12687;3
TRF4;12692;4
TRF4;12697;2
TRF4;12697;2
TRF4;13881;7
TRF4;13881;7
TRF4;16180;4
TRF4;16263;4
TRF4;17786;1
TRF4;17786;1
TRF4;17788;4
TRF4;17793;4
TRF4;17794;4
TRF4;17795;1
TRF4;17795;1
TRF4;17795;1
TRF4;17796;4
TRF4;17796;4
TRF4;17796;4
TRF4;17804;1
TRF4;17806;0
TRF4;17812;1
TRF4;17818;1
TRF4;17984;1
TRF4;44494;1
TRF4;44518;1
TRF4;44518;1
TRF4;11911;0
TRF4;11913;1
TRF4;11914;4
TRF4;11919;5
TRF4;11922;1
TRF4;11923;7
TRF4;11927;1
TRF4;11931;7
TRF4;11950;0
TRF4;11951;1
TRF4;11951;1
TRF4;11952;2
TRF4;11957;2
TRF4;11957;2
TRF4;11957;2
TRF4;11957;2
TRF4;11958;3
TRF4;11958;3
TRF4;11961;0
TRF4;11964;3
TRF4;11971;4
TRF4;11971;4
TRF4;11971;4
TRF4;11972;1
TRF4;12001;4
TRF4;12011;2
TRF4;12011;2
TRF4;12012;2
TRF4;12013;3
TRF4;12150;4
TRF4;12578;1
TRF4;12581;4
TRF4;12582;4
TRF4;12583;1
TRF4;12583;1
TRF4;12585;4
TRF4;12587;4
TRF4;12589;4
TRF4;12589;4
TRF4;12590;4
TRF4;12590;4
TRF4;12592;4
TRF4;12593;1
TRF4;12593;1
TRF4;12602;1
TRF4;12602;1
TRF4;12604;1
TRF4;12605;1
TRF4;12610;4
TRF4;12612;2
TRF4;12612;2
TRF4;12615;1
TRF4;12619;1
TRF4;12626;1
TRF4;12627;4
TRF4;12633;4
TRF4;12637;4
TRF4;12638;1
TRF4;12639;1
TRF4;12653;1
TRF4;12655;1
TRF4;12655;1
TRF4;12655;1
TRF4;12656;3
TRF4;12660;2
TRF4;12660;2
TRF4;12663;1
TRF4;12664;1
TRF4;12664;1
TRF4;12665;1
TRF4;12667;3
TRF4;12667;3
TRF4;12668;3
TRF4;12677;1
TRF4;12685;0
TRF4;12686;3
TRF4;12686;3
TRF4;12686;3
TRF4;12692;4
TRF4;12694;2
TRF4;12697;2
TRF4;13881;7
TRF4;13881;7
TRF4;16180;4
TRF4;16180;4
TRF4;16263;4
TRF4;16263;4
TRF4;16592;2
TRF4;16592;2
TRF4;16592;2
TRF4;17791;1
TRF4;17794;4
TRF4;17795;1
TRF4;17796;4
TRF4;17796;4
TRF4;17796;4
TRF4;17797;4
TRF4;17797;4
TRF4;17798;4
TRF4;17800;2
TRF4;17806;0
TRF4;17818;1
TRF4;17984;1
TRF4;18085;2
TRF4;18085;2
TRF4;44494;1
TRF4;72824;4
TRF4;72825;4
TRF5;12158;0
TRF5;12159;0
TRF5;12160;0
TRF5;12160;0
TRF5;12161;0
TRF5;12182;0
TRF5;12182;0
TRF5;12182;0
TRF5;12184;0
TRF5;12184;0
TRF5;12188;0
TRF5;12190;0
TRF5;12195;5
TRF5;12195;5
TRF5;12213;0
TRF5;12214;0
TRF5;12221;0
TRF5;12221;0
TRF5;12230;5
TRF5;12231;0
TRF5;12232;0
TRF5;12233;0
TRF5;12237;5
TRF5;12237;5
TRF5;13694;0
TRF5;13859;5
TRF5;13860;5
TRF5;13884;5
TRF5;13889;5
TRF5;13899;0
TRF5;13900;0
TRF5;14136;0
TRF5;15298;6
TRF5;16023;0
TRF5;16023;0
TRF5;16487;5
TRF5;16529;0
TRF5;16530;0
TRF5;17910;0
TRF5;17910;0
TRF5;18211;4
TRF5;18213;5
TRF5;18227;5
TRF5;18227;5
