"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
5000203,"Pequeno porte",33128875,238697890625,14424,"N","Municipio com alto PIB per capita"
5000252,"Pequeno porte",929772265625,205929609375,4569,"N","Municipio com alto PIB per capita"
5000609,"Médio porte",355782875,1016929003906,34730,"N","Municipio com médio PIB per capita"
5000708,"Pequeno porte",202939390625,880545996094,23835,"N","Municipio com médio PIB per capita"
5000807,"Pequeno porte",1061128203125,1220108007812,8493,"N","Municipio com médio PIB per capita"
5000856,"Pequeno porte",13302396875,1781968945312,9185,"N","Municipio com alto PIB per capita"
5000906,"Pequeno porte",154354140625,176727890625,8208,"N","Municipio com alto PIB per capita"
5001003,"Pequeno porte",3493319375,1693894921875,22320,"N","Municipio com alto PIB per capita"
5001102,"Médio porte",4533185625,974563964844,45614,"N","Municipio com médio PIB per capita"
5001243,"Pequeno porte",208040625,2149401953125,10251,"N","Municipio com alto PIB per capita"
5001508,"Pequeno porte",10973015625,1828531054688,6609,"N","Municipio com alto PIB per capita"
5001904,"Pequeno porte",357573625,1824727929688,19839,"N","Municipio com alto PIB per capita"
5002001,"Pequeno porte",16998834375,1561675,10936,"N","Municipio com alto PIB per capita"
5002100,"Pequeno porte",224436546875,945951953125,23181,"N","Municipio com médio PIB per capita"
5002159,"Pequeno porte",127829984375,1522329003906,7985,"N","Municipio com alto PIB per capita"
5002209,"Pequeno porte",214122734375,1199163964844,19587,"N","Municipio com médio PIB per capita"
5002308,"Pequeno porte",197891875,1578337011719,11826,"N","Municipio com alto PIB per capita"
5002407,"Médio porte",3593951875,1516691015625,25767,"N","Municipio com alto PIB per capita"
5002605,"Pequeno porte",231829265625,171319296875,13625,"N","Municipio com alto PIB per capita"
5002704,"Grande porte",11645484,1542229980469,786797,"N","Municipio com alto PIB per capita"
5002803,"Pequeno porte",74384765625,1398209960938,5398,"N","Municipio com alto PIB per capita"
5002902,"Pequeno porte",27307690625,1259754003906,20966,"N","Municipio com médio PIB per capita"
5002951,"Pequeno porte",6184890625,3576528125,19648,"N","Municipio com alto PIB per capita"
5003108,"Pequeno porte",68084109375,1557988964844,4862,"N","Municipio com alto PIB per capita"
5003157,"Pequeno porte",88014453125,604120996094,14064,"N","Municipio com médio PIB per capita"
5003207,"Grande porte",271550675,2730058007812,103703,"N","Municipio com alto PIB per capita"
5003256,"Pequeno porte",4146715,2156601953125,19695,"N","Municipio com alto PIB per capita"
5003306,"Médio porte",4079165,1238625,32159,"N","Municipio com médio PIB per capita"
5003454,"Pequeno porte",102620125,884655957031,12139,"N","Municipio com médio PIB per capita"
5003488,"Pequeno porte",970255625,1006175976562,10363,"N","Municipio com médio PIB per capita"
5003504,"Pequeno porte",462289140625,910915039062,5364,"N","Municipio com médio PIB per capita"
5003702,"Grande porte",300328425,1582658007812,196035,"N","Municipio com alto PIB per capita"
5003751,"Pequeno porte",1214779609375,978004980469,11694,"N","Municipio com médio PIB per capita"
5003801,"Pequeno porte",161346609375,834608984375,19035,"N","Municipio com médio PIB per capita"
5003900,"Pequeno porte",5362780859375,1557590039062,2928,"N","Municipio com alto PIB per capita"
5004007,"Pequeno porte",935633828125,945658007812,9927,"N","Municipio com médio PIB per capita"
5004106,"Pequeno porte",1039977265625,999305957031,10366,"N","Municipio com médio PIB per capita"
5004304,"Pequeno porte",2156004375,1416374023438,14875,"N","Municipio com alto PIB per capita"
5004403,"Pequeno porte",141434296875,18855390625,7669,"N","Municipio com alto PIB per capita"
5004502,"Pequeno porte",230821453125,1190415039062,20865,"N","Municipio com médio PIB per capita"
5004601,"Pequeno porte",1901963125,1080476953125,18614,"N","Municipio com médio PIB per capita"
5004700,"Pequeno porte",215205796875,1021529980469,22341,"N","Municipio com médio PIB per capita"
5004809,"Pequeno porte",3935312109375,507650976562,7731,"N","Municipio com médio PIB per capita"
5004908,"Pequeno porte",852227421875,1475462988281,6341,"N","Municipio com alto PIB per capita"
5005004,"Pequeno porte",217905640625,901404980469,24346,"N","Municipio com médio PIB per capita"
5005103,"Pequeno porte",73539640625,1888051953125,4011,"N","Municipio com alto PIB per capita"
5005152,"Pequeno porte",606553515625,1089161035156,5900,"N","Municipio com médio PIB per capita"
5005202,"Pequeno porte",120052109375,638404980469,19617,"N","Municipio com médio PIB per capita"
5005251,"Pequeno porte",114866703125,1904605078125,6491,"N","Municipio com alto PIB per capita"
5005400,"Médio porte",7765043125,238983203125,37405,"N","Municipio com alto PIB per capita"
5005608,"Médio porte",223395234375,899408984375,25595,"N","Municipio com médio PIB per capita"
5005681,"Pequeno porte",175220859375,1061558984375,17043,"N","Municipio com médio PIB per capita"
5005707,"Médio porte",6930415625,1518929003906,46424,"N","Municipio com alto PIB per capita"
5005806,"Pequeno porte",158079828125,1007326953125,14391,"N","Municipio com médio PIB per capita"
5006002,"Pequeno porte",239135078125,1886965039062,16432,"N","Municipio com alto PIB per capita"
5006200,"Médio porte",6091366875,1326633007812,45585,"N","Municipio com médio PIB per capita"
5006259,"Pequeno porte",5238224609375,1062088964844,4940,"N","Municipio com médio PIB per capita"
5006309,"Médio porte",51559565625,1280696972656,40192,"N","Municipio com médio PIB per capita"
5006358,"Pequeno porte",712935078125,6171,12350,"N","Municipio com médio PIB per capita"
5006408,"Pequeno porte",1120909921875,1313001953125,7967,"N","Municipio com médio PIB per capita"
5006606,"Médio porte",821485875,1081741992188,77872,"N","Municipio com médio PIB per capita"
5006903,"Pequeno porte",2278988125,1467758007812,15372,"N","Municipio com alto PIB per capita"
5007109,"Pequeno porte",40783615625,2031359960938,20946,"N","Municipio com alto PIB per capita"
5007208,"Médio porte",6001198125,21507359375,30663,"N","Municipio com alto PIB per capita"
5007307,"Pequeno porte",5523549609375,109290703125,5036,"N","Municipio com médio PIB per capita"
5007406,"Pequeno porte",226357765625,1177965039062,18890,"N","Municipio com médio PIB per capita"
5007505,"Pequeno porte",808497578125,180468203125,4928,"N","Municipio com alto PIB per capita"
5007554,"Pequeno porte",146599171875,196671796875,7259,"N","Municipio com alto PIB per capita"
5007695,"Pequeno porte",59669625,2756102929688,22203,"N","Municipio com alto PIB per capita"
5007703,"Pequeno porte",832022109375,759491015625,10780,"N","Municipio com médio PIB per capita"
5007802,"Pequeno porte",9867678125,1482524023438,6287,"N","Municipio com alto PIB per capita"
5007901,"Médio porte",5689976875,1379020996094,42132,"N","Municipio com alto PIB per capita"
5007935,"Pequeno porte",2580115625,1934990039062,14833,"N","Municipio com alto PIB per capita"
5007950,"Pequeno porte",947850703125,992098046875,10215,"N","Municipio com médio PIB per capita"
5007976,"Pequeno porte",4668603125,1475071972656,3518,"N","Municipio com alto PIB per capita"
5008008,"Pequeno porte",1796908125,1176295019531,17146,"N","Municipio com médio PIB per capita"
5008305,"Grande porte",2014697375,2251234960938,101791,"N","Municipio com alto PIB per capita"
5008404,"Pequeno porte",6076906640625,1050823046875,5901,"N","Municipio com médio PIB per capita"
5100102,"Pequeno porte",51665796875,912984960938,5516,"S","Municipio com médio PIB per capita"
5100201,"Pequeno porte",367902125,181447109375,20856,"N","Municipio com alto PIB per capita"
5100250,"Médio porte",5798521875,1127809960938,49164,"N","Municipio com médio PIB per capita"
5100300,"Pequeno porte",7533344375,515593984375,15644,"N","Municipio com alto PIB per capita"
5100359,"Pequeno porte",5305569140625,969054003906,5247,"N","Municipio com médio PIB per capita"
5100409,"Pequeno porte",250193453125,2619826953125,10350,"N","Municipio com alto PIB per capita"
5100508,"Pequeno porte",6518601953125,782639013672,10066,"N","Municipio com médio PIB per capita"
5100607,"Pequeno porte",5072508125,779786015625,8072,"N","Municipio com alto PIB per capita"
5100805,"Pequeno porte",14885384375,1776086914062,8567,"N","Municipio com alto PIB per capita"
5101001,"Pequeno porte",5109403125,1705408007812,3197,"N","Municipio com alto PIB per capita"
5101209,"Pequeno porte",1152266308594,1033423046875,1096,"N","Municipio com médio PIB per capita"
5101258,"Pequeno porte",230694578125,1433775976562,15342,"N","Municipio com alto PIB per capita"
5101308,"Pequeno porte",812603125,820562988281,10316,"N","Municipio com médio PIB per capita"
5101407,"Pequeno porte",34207571875,1667766992188,18656,"N","Municipio com alto PIB per capita"
5101605,"Pequeno porte",5953246484375,758279003906,7591,"S","Municipio com médio PIB per capita"
5101704,"Médio porte",41708721875,1214262988281,31793,"N","Municipio com médio PIB per capita"
5101803,"Médio porte",741355375,1344983984375,56560,"N","Municipio com alto PIB per capita"
5101852,"Pequeno porte",10123346875,2112551953125,5314,"N","Municipio com alto PIB per capita"
5101902,"Pequeno porte",39942190625,264710703125,15357,"N","Municipio com alto PIB per capita"
5102504,"Médio porte",852738875,977228027344,87942,"N","Municipio com médio PIB per capita"
5102603,"Pequeno porte",1139370703125,796706982422,14305,"N","Municipio com médio PIB per capita"
5102637,"Médio porte",138998525,5844203125,27577,"N","Municipio com alto PIB per capita"
5102678,"Médio porte",1152314875,40939171875,31589,"N","Municipio com alto PIB per capita"
5102686,"Pequeno porte",624462375,1195601015625,5154,"N","Municipio com alto PIB per capita"
5102694,"Pequeno porte",6128200390625,11016,4786,"N","Municipio com médio PIB per capita"
5102702,"Pequeno porte",32744553125,1817727929688,18754,"N","Municipio com alto PIB per capita"
5102793,"Pequeno porte",944689921875,780929003906,10990,"N","Municipio com médio PIB per capita"
5102850,"Pequeno porte",954364765625,1184221972656,8231,"N","Municipio com médio PIB per capita"
5103007,"Pequeno porte",161839515625,889716992188,17821,"S","Municipio com médio PIB per capita"
5103056,"Pequeno porte",16853903125,151183203125,11028,"N","Municipio com alto PIB per capita"
5103106,"Pequeno porte",9321871875,1527424023438,5490,"N","Municipio com alto PIB per capita"
5103205,"Médio porte",33827346875,105394296875,30766,"N","Municipio com médio PIB per capita"
5103254,"Médio porte",2992675,947138964844,26381,"N","Municipio com médio PIB per capita"
5103304,"Pequeno porte",232122140625,1223370019531,18178,"N","Municipio com médio PIB per capita"
5103353,"Médio porte",24941896875,1103330957031,25124,"N","Municipio com médio PIB per capita"
5103361,"Pequeno porte",382633828125,1163374023438,3385,"N","Municipio com médio PIB per capita"
5103379,"Pequeno porte",135221484375,903584960938,14983,"N","Municipio com médio PIB per capita"
5103403,"Grande porte",9816819,178305390625,551098,"S","Municipio com alto PIB per capita"
5103437,"Pequeno porte",3734152734375,74105,4866,"N","Municipio com médio PIB per capita"
5103452,"Pequeno porte",1128362265625,1012711035156,8523,"N","Municipio com médio PIB per capita"
5103502,"Pequeno porte",90856625,4784698046875,20341,"N","Municipio com alto PIB per capita"
5103601,"Pequeno porte",224333046875,2639833984375,8171,"N","Municipio com alto PIB per capita"
5103700,"Pequeno porte",16634446875,148920703125,10933,"N","Municipio com alto PIB per capita"
5103809,"Pequeno porte",4295446875,1174903027344,3796,"N","Municipio com médio PIB per capita"
5103858,"Pequeno porte",132122640625,2132730078125,6293,"N","Municipio com alto PIB per capita"
5103908,"Pequeno porte",987000546875,1963008007812,5027,"N","Municipio com alto PIB per capita"
5103957,"Pequeno porte",354199140625,1112084960938,3135,"N","Municipio com médio PIB per capita"
5104104,"Médio porte",26042875,810243994141,32216,"N","Municipio com médio PIB per capita"
5104203,"Pequeno porte",197953296875,1363033007812,13934,"N","Municipio com alto PIB per capita"
5104500,"Pequeno porte",4631965625,1728991015625,2397,"N","Municipio com alto PIB per capita"
5104526,"Pequeno porte",343376,739875078125,5123,"N","Municipio com alto PIB per capita"
5104542,"Pequeno porte",1296505390625,256175703125,5276,"N","Municipio com alto PIB per capita"
5104559,"Pequeno porte",9590921875,209180390625,4575,"N","Municipio com alto PIB per capita"
5104609,"Pequeno porte",566956375,435383515625,11478,"N","Municipio com alto PIB per capita"
5104807,"Médio porte",3827455625,1476528027344,25647,"N","Municipio com alto PIB per capita"
5104906,"Pequeno porte",979081171875,1157033007812,7696,"S","Municipio com médio PIB per capita"
5105002,"Pequeno porte",125273625,1165553027344,10455,"N","Municipio com médio PIB per capita"
5105101,"Médio porte",6385223125,1920599023438,32791,"N","Municipio com alto PIB per capita"
5105150,"Médio porte",45045484375,113441796875,39255,"N","Municipio com médio PIB per capita"
5105176,"Pequeno porte",914601015625,953205957031,11201,"N","Municipio com médio PIB per capita"
5105200,"Pequeno porte",150343078125,1235561035156,11430,"N","Municipio com médio PIB per capita"
5105234,"Pequeno porte",77340484375,152846796875,5431,"N","Municipio com alto PIB per capita"
5105259,"Médio porte",1809788125,5393337109375,45556,"N","Municipio com alto PIB per capita"
5105309,"Pequeno porte",1937842382812,785506005859,2224,"N","Municipio com médio PIB per capita"
5105507,"Pequeno porte",19365509375,1333437011719,14493,"N","Municipio com alto PIB per capita"
5105580,"Pequeno porte",28974475,200196796875,12006,"N","Municipio com alto PIB per capita"
5105606,"Pequeno porte",24967271875,164583203125,14174,"N","Municipio com alto PIB per capita"
5105622,"Médio porte",3017273125,1178391992188,25299,"N","Municipio com médio PIB per capita"
5105903,"Pequeno porte",2181580625,1424473046875,15002,"S","Municipio com alto PIB per capita"
5106000,"Pequeno porte",692486640625,1104091992188,6436,"N","Municipio com médio PIB per capita"
5106109,"Pequeno porte",983712265625,767385986328,11609,"S","Municipio com médio PIB per capita"
5106158,"Pequeno porte",192547828125,1367720996094,11643,"N","Municipio com alto PIB per capita"
5106174,"Pequeno porte",279233046875,944950976562,3029,"N","Municipio com médio PIB per capita"
5106182,"Pequeno porte",73640671875,1402145019531,5436,"N","Municipio com alto PIB per capita"
5106190,"Pequeno porte",49004,1410999023438,3468,"N","Municipio com alto PIB per capita"
5106208,"Pequeno porte",4529041796875,923916992188,4587,"S","Municipio com médio PIB per capita"
5106216,"Pequeno porte",1947560625,1471300976562,12127,"N","Municipio com alto PIB per capita"
5106224,"Médio porte",1200944375,446879609375,31649,"N","Municipio com alto PIB per capita"
5106232,"Pequeno porte",231758859375,1106563964844,17515,"N","Municipio com médio PIB per capita"
5106240,"Pequeno porte",44092696875,52666859375,9218,"N","Municipio com alto PIB per capita"
5106257,"Pequeno porte",22377671875,115360703125,19643,"N","Municipio com médio PIB per capita"
5106265,"Pequeno porte",1008803984375,1398009960938,7332,"N","Municipio com alto PIB per capita"
5106273,"Pequeno porte",327785078125,825654980469,3749,"N","Municipio com médio PIB per capita"
5106281,"Pequeno porte",2231760625,3195075976562,6042,"N","Municipio com alto PIB per capita"
5106299,"Pequeno porte",13986596875,1154676953125,10684,"N","Municipio com médio PIB per capita"
5106307,"Pequeno porte",381964625,178288203125,19290,"N","Municipio com alto PIB per capita"
5106315,"Pequeno porte",18348640625,789189013672,2005,"N","Municipio com médio PIB per capita"
5106372,"Pequeno porte",37049565625,2250748046875,15755,"N","Municipio com alto PIB per capita"
5106422,"Médio porte",220627171875,726631982422,30812,"N","Municipio com médio PIB per capita"
5106455,"Pequeno porte",338497578125,1210216992188,2726,"S","Municipio com médio PIB per capita"
5106505,"Médio porte",28363959375,881908984375,31779,"S","Municipio com médio PIB per capita"
5106653,"Pequeno porte",4280826953125,804364013672,5395,"N","Municipio com médio PIB per capita"
5106703,"Pequeno porte",2261587109375,1253650976562,1768,"N","Municipio com médio PIB per capita"
5106752,"Médio porte",52395828125,1335674023438,41408,"N","Municipio com alto PIB per capita"
5106778,"Pequeno porte",901400703125,891680957031,10748,"N","Municipio com médio PIB per capita"
5106802,"Pequeno porte",134702203125,2110326953125,5449,"N","Municipio com alto PIB per capita"
5106828,"Pequeno porte",113256625,1149812988281,11031,"N","Municipio com médio PIB per capita"
5106851,"Pequeno porte",4050687890625,100588203125,3649,"N","Municipio com médio PIB per capita"
5107008,"Pequeno porte",28797678125,1621673046875,17599,"N","Municipio com alto PIB per capita"
5107040,"Médio porte",1969609,419663984375,52066,"N","Municipio com alto PIB per capita"
5107065,"Pequeno porte",5096068125,4404553125,13033,"N","Municipio com alto PIB per capita"
5107107,"Pequeno porte",183400921875,940854980469,18998,"N","Municipio com médio PIB per capita"
5107156,"Pequeno porte",2332937109375,897974023438,2572,"N","Municipio com médio PIB per capita"
5107180,"Pequeno porte",1021143125,1113326953125,8881,"N","Municipio com médio PIB per capita"
5107198,"Pequeno porte",3289005078125,1499091015625,2199,"N","Municipio com alto PIB per capita"
5107206,"Pequeno porte",4493054296875,862721972656,5070,"N","Municipio com médio PIB per capita"
5107248,"Pequeno porte",182842890625,39983140625,4085,"N","Municipio com alto PIB per capita"
5107263,"Pequeno porte",379536953125,1289187988281,2991,"N","Municipio com médio PIB per capita"
5107297,"Pequeno porte",2684012890625,777749023438,3592,"N","Municipio com médio PIB per capita"
5107305,"Pequeno porte",27049475,1451386035156,17124,"N","Municipio com alto PIB per capita"
5107354,"Pequeno porte",9557859375,2265969921875,5240,"N","Municipio com alto PIB per capita"
5107404,"Pequeno porte",2730792578125,643902978516,4158,"N","Municipio com médio PIB per capita"
5107578,"Pequeno porte",6820028125,1957527929688,3604,"N","Municipio com alto PIB per capita"
5107602,"Grande porte",4862344,267305703125,195476,"N","Municipio com alto PIB per capita"
5107701,"Pequeno porte",203422328125,1099758007812,17679,"S","Municipio com médio PIB per capita"
5107743,"Pequeno porte",3602368359375,1528370019531,1900,"N","Municipio com alto PIB per capita"
5107750,"Pequeno porte",3738126953125,1043004003906,3908,"N","Municipio com médio PIB per capita"
5107768,"Pequeno porte",2720484375,9889075,2491,"N","Municipio com alto PIB per capita"
5107776,"Pequeno porte",73279421875,95291796875,7397,"N","Municipio com médio PIB per capita"
5107792,"Pequeno porte",240566609375,6732903125,3754,"N","Municipio com alto PIB per capita"
5107800,"Pequeno porte",190544265625,933491015625,18463,"S","Municipio com médio PIB per capita"
5107859,"Pequeno porte",166486,1478954980469,10625,"N","Municipio com alto PIB per capita"
5107875,"Pequeno porte",1418892125,901742734375,18094,"N","Municipio com alto PIB per capita"
5107883,"Pequeno porte",1596253320312,1103146972656,1365,"N","Municipio com médio PIB per capita"
5107909,"Grande porte",181336325,1589958007812,113099,"N","Municipio com alto PIB per capita"
5107925,"Médio porte",233976225,389778515625,66521,"N","Municipio com alto PIB per capita"
5107941,"Pequeno porte",192724125,1791116015625,9932,"N","Municipio com alto PIB per capita"
5107958,"Médio porte",131568325,1605275,83431,"N","Municipio com alto PIB per capita"
5108006,"Pequeno porte",32142721875,2790893945312,10392,"N","Municipio com alto PIB per capita"
5108055,"Pequeno porte",13443546875,885025976562,11291,"N","Municipio com médio PIB per capita"
5108105,"Pequeno porte",607914921875,1896769921875,3418,"N","Municipio com alto PIB per capita"
5108204,"Pequeno porte",5673308984375,1379359960938,4071,"N","Municipio com alto PIB per capita"
5108303,"Pequeno porte",9565996875,2337159960938,3760,"N","Municipio com alto PIB per capita"
5108352,"Pequeno porte",3223996875,1091030957031,3052,"N","Municipio com médio PIB per capita"
5108402,"Grande porte",3000096,1249841992188,252596,"S","Municipio com médio PIB per capita"
5108501,"Pequeno porte",23428215625,2465608984375,10235,"N","Municipio com alto PIB per capita"
5108600,"Pequeno porte",27384575,1364112988281,21382,"N","Municipio com alto PIB per capita"
5108808,"Pequeno porte",4570081640625,931338964844,4932,"N","Municipio com médio PIB per capita"
5108857,"Pequeno porte",3859501171875,164584296875,2951,"N","Municipio com alto PIB per capita"
5108907,"Pequeno porte",21566378125,3600998046875,6590,"N","Municipio com alto PIB per capita"
5108956,"Pequeno porte",168346625,19570640625,8093,"N","Municipio com alto PIB per capita"
5200050,"Pequeno porte",389751328125,618554980469,6876,"S","Municipio com médio PIB per capita"
5200100,"Pequeno porte",824004921875,615939990234,15757,"S","Municipio com médio PIB per capita"
5200134,"Pequeno porte",29293515625,152205703125,20279,"N","Municipio com alto PIB per capita"
5200159,"Pequeno porte",2096340039062,803810986328,2477,"N","Municipio com médio PIB per capita"
5200175,"Pequeno porte",890044453125,1673644921875,5090,"S","Municipio com alto PIB per capita"
5200209,"Pequeno porte",2479008984375,1174329003906,2013,"N","Municipio com médio PIB per capita"
5200258,"Grande porte",548629625,383177001953,159378,"S","Municipio com baixo PIB per capita"
5200308,"Pequeno porte",30436184375,1469920996094,23814,"S","Municipio com alto PIB per capita"
5200506,"Pequeno porte",1740911523438,821959960938,2051,"N","Municipio com médio PIB per capita"
5200555,"Pequeno porte",411189625,121223359375,4505,"N","Municipio com alto PIB per capita"
5200605,"Pequeno porte",4781689453125,684860009766,6885,"S","Municipio com médio PIB per capita"
5200803,"Pequeno porte",5596419921875,645789990234,8084,"S","Municipio com médio PIB per capita"
5200829,"Pequeno porte",3261793359375,877062011719,3434,"N","Municipio com médio PIB per capita"
5200852,"Pequeno porte",5919386328125,1234491015625,5508,"N","Municipio com médio PIB per capita"
5200902,"Pequeno porte",3799216796875,1090475976562,3609,"N","Municipio com médio PIB per capita"
5201108,"Grande porte",8109760,2413906054688,334613,"N","Municipio com alto PIB per capita"
5201207,"Pequeno porte",819440429688,804950976562,1020,"N","Municipio com médio PIB per capita"
5201306,"Pequeno porte",24126375,1338346972656,20239,"N","Municipio com alto PIB per capita"
5201405,"Grande porte",4601373,900870019531,455657,"S","Municipio com médio PIB per capita"
5201454,"Pequeno porte",4009276953125,1396474023438,2427,"N","Municipio com alto PIB per capita"
5201504,"Pequeno porte",819103515625,2209016992188,3803,"N","Municipio com alto PIB per capita"
5201603,"Pequeno porte",3186168945312,807443017578,3802,"N","Municipio com médio PIB per capita"
5201702,"Pequeno porte",88645015625,495693994141,18305,"N","Municipio com médio PIB per capita"
5201801,"Pequeno porte",430153046875,558495019531,8365,"S","Municipio com médio PIB per capita"
5202155,"Pequeno porte",6109253515625,785250976562,7510,"N","Municipio com médio PIB per capita"
5202353,"Pequeno porte",3528058203125,1013519042969,3277,"N","Municipio com médio PIB per capita"
5202502,"Pequeno porte",732822890625,1038580957031,7496,"N","Municipio com médio PIB per capita"
5202601,"Pequeno porte",3419281640625,921887988281,3650,"N","Municipio com médio PIB per capita"
5202809,"Pequeno porte",34174171875,1411573046875,2450,"N","Municipio com alto PIB per capita"
5203104,"Pequeno porte",2319003515625,630335009766,3714,"N","Municipio com médio PIB per capita"
5203203,"Pequeno porte",8956978125,1334075,8716,"S","Municipio com alto PIB per capita"
5203302,"Pequeno porte",3302413125,1523324023438,24554,"S","Municipio com alto PIB per capita"
5203401,"Pequeno porte",712511953125,815791015625,8423,"N","Municipio com médio PIB per capita"
5203500,"Pequeno porte",28361065625,1343934960938,20727,"N","Municipio com alto PIB per capita"
5203559,"Pequeno porte",455277109375,620606982422,7536,"S","Municipio com médio PIB per capita"
5203575,"Pequeno porte",37179375,1089345996094,3503,"N","Municipio com médio PIB per capita"
5203609,"Pequeno porte",3712534765625,1109875976562,3232,"S","Municipio com médio PIB per capita"
5203807,"Pequeno porte",483158125,930941015625,5509,"N","Municipio com médio PIB per capita"
5203906,"Pequeno porte",141374421875,167227890625,9054,"N","Municipio com alto PIB per capita"
5203939,"Pequeno porte",1938831835938,880087011719,2560,"N","Municipio com médio PIB per capita"
5203962,"Pequeno porte",1536406640625,430004980469,3321,"N","Municipio com baixo PIB per capita"
5204003,"Pequeno porte",112414140625,1654608984375,7354,"S","Municipio com alto PIB per capita"
5204102,"Pequeno porte",132794640625,1612563964844,10553,"N","Municipio com alto PIB per capita"
5204201,"Pequeno porte",1449404296875,1010741992188,1417,"N","Municipio com médio PIB per capita"
5204250,"Pequeno porte",33823596875,4467519921875,8254,"N","Municipio com alto PIB per capita"
5204300,"Pequeno porte",1634725625,1441175976562,13283,"N","Municipio com alto PIB per capita"
5204409,"Pequeno porte",27163934375,1640433007812,16757,"N","Municipio com alto PIB per capita"
5204508,"Médio porte",790987125,117030703125,70473,"N","Municipio com médio PIB per capita"
5204557,"Pequeno porte",332310546875,994644042969,3325,"S","Municipio com médio PIB per capita"
5204607,"Pequeno porte",328747421875,915475976562,3387,"N","Municipio com médio PIB per capita"
5204656,"Pequeno porte",2926820703125,748931005859,3656,"N","Municipio com médio PIB per capita"
5204706,"Pequeno porte",832684765625,82945,11111,"N","Municipio com médio PIB per capita"
5204805,"Pequeno porte",233007375,37067671875,6060,"N","Municipio com alto PIB per capita"
5204854,"Pequeno porte",3434275,570287988281,6241,"N","Municipio com médio PIB per capita"
5204904,"Pequeno porte",10467578125,546154003906,18410,"N","Municipio com médio PIB per capita"
5204953,"Pequeno porte",2944941210938,483331982422,5020,"N","Municipio com médio PIB per capita"
5205000,"Pequeno porte",114121578125,1203687011719,8928,"N","Municipio com médio PIB per capita"
5205059,"Pequeno porte",675203125,1898238085938,3638,"N","Municipio com alto PIB per capita"
5205109,"Médio porte",36632305,451642890625,86647,"N","Municipio com alto PIB per capita"
5205208,"Pequeno porte",4006434375,858459960938,4686,"S","Municipio com médio PIB per capita"
5205307,"Pequeno porte",186038578125,1789176953125,9392,"S","Municipio com alto PIB per capita"
5205406,"Pequeno porte",1936046875,1015284960938,20722,"N","Municipio com médio PIB per capita"
5205455,"Pequeno porte",145802765625,186162890625,7545,"N","Municipio com alto PIB per capita"
5205471,"Pequeno porte",462417625,788704765625,7001,"N","Municipio com alto PIB per capita"
5205497,"Médio porte",21290928125,406470996094,55915,"S","Municipio com baixo PIB per capita"
5205513,"Pequeno porte",112800390625,73745,17407,"S","Municipio com médio PIB per capita"
5205521,"Pequeno porte",2158093164062,536039013672,3523,"N","Municipio com médio PIB per capita"
5205703,"Pequeno porte",2956024023438,1123108984375,2632,"N","Municipio com médio PIB per capita"
5205802,"Pequeno porte",627729296875,669791992188,10361,"S","Municipio com médio PIB per capita"
5205901,"Pequeno porte",31028959375,3597978125,8181,"N","Municipio com alto PIB per capita"
5206206,"Médio porte",9018325,234217890625,46580,"S","Municipio com alto PIB per capita"
5206305,"Pequeno porte",288582109375,909205957031,2932,"N","Municipio com médio PIB per capita"
5206404,"Pequeno porte",20992259375,139901796875,15760,"N","Municipio com alto PIB per capita"
5206503,"Pequeno porte",36729203125,984961035156,3555,"N","Municipio com médio PIB per capita"
5206602,"Pequeno porte",3581571484375,1138813964844,2964,"N","Municipio com médio PIB per capita"
5206701,"Pequeno porte",1703570117188,463177978516,3292,"N","Municipio com médio PIB per capita"
5206800,"Pequeno porte",239499140625,852613964844,2747,"N","Municipio com médio PIB per capita"
5206909,"Pequeno porte",2248465234375,1083598046875,2056,"N","Municipio com médio PIB per capita"
5207105,"Pequeno porte",2371808007812,1057426953125,2479,"N","Municipio com médio PIB per capita"
5207253,"Pequeno porte",10071390625,1175191015625,7892,"N","Municipio com médio PIB per capita"
5207352,"Pequeno porte",6624634375,1733743945312,3733,"N","Municipio com alto PIB per capita"
5207402,"Pequeno porte",26832709375,2530433007812,11266,"N","Municipio com alto PIB per capita"
5207501,"Pequeno porte",2414583007812,749172998047,3320,"N","Municipio com médio PIB per capita"
5207535,"Pequeno porte",583609765625,831353027344,6983,"N","Municipio com médio PIB per capita"
5207600,"Pequeno porte",5971346875,933169042969,6322,"N","Municipio com médio PIB per capita"
5207808,"Pequeno porte",660883671875,615806982422,11580,"N","Municipio com médio PIB per capita"
5207907,"Pequeno porte",815051171875,709789013672,12066,"S","Municipio com médio PIB per capita"
5208004,"Grande porte",74635725,775162011719,100085,"S","Municipio com médio PIB per capita"
5208103,"Pequeno porte",3097659960938,581502001953,4883,"N","Municipio com médio PIB per capita"
5208152,"Pequeno porte",772727734375,2157251953125,3275,"N","Municipio com alto PIB per capita"
5208301,"Pequeno porte",3530709765625,633879980469,4962,"N","Municipio com médio PIB per capita"
5208400,"Pequeno porte",6001333984375,514562011719,10695,"S","Municipio com médio PIB per capita"
5208509,"Pequeno porte",47799625,940751953125,5265,"N","Municipio com médio PIB per capita"
5208608,"Médio porte",5430861875,95548203125,59549,"S","Municipio com médio PIB per capita"
5208707,"Grande porte",21386530,1668249023438,1302001,"S","Municipio com alto PIB per capita"
5208806,"Médio porte",189322390625,718872998047,34060,"S","Municipio com médio PIB per capita"
5208905,"Pequeno porte",2078125625,844595019531,24727,"N","Municipio com médio PIB per capita"
