codtribunal;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TRT18;29263;Anapolis  - 02a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1031;69
TRT18;29264;Anapolis  - 03a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;889;86
TRT18;29265;Anapolis  - 04a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;537;55
TRT18;29266;Aparecida de Goiania;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;275;62
TRT18;29266;Aparecida de Goiania  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1578;56
TRT18;29267;Aparecida de Goiania  - 02a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;372;72
TRT18;29268;Aparecida de Goiania  - 03a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;321;44
TRT18;29269;Caldas Novas;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;380;25
TRT18;29269;Caldas Novas  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1766;31
TRT18;29270;Catalao  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1750;37
TRT18;29271;Ceres;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;399;33
TRT18;29271;Ceres  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1392;152
TRT18;29272;Formosa  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Grande;Acervo Grande;1724;28
TRT18;29273;Goianesia;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;464;87
TRT18;29274;Goiânia;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;358;64
TRT18;29275;Goiânia  - 02a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;374;65
TRT18;29276;Goiânia  - 03a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;390;86
TRT18;29277;Goiânia  - 04a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;406;88
TRT18;29278;Goiania  - 05a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1710;21
TRT18;29278;Goiânia  - 05a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;336;110
TRT18;29279;Goiania  - 06a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1588;150
TRT18;29279;Goiânia  - 06a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;467;83
TRT18;29280;Goiânia  - 07a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;294;68
TRT18;29281;Goiânia  - 08a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;339;84
TRT18;29282;Goiania  - 09a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1466;47
TRT18;29282;Goiânia  - 09a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;394;92
TRT18;29283;Goiania  - 10a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1957;24
TRT18;29283;Goiânia  - 10a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;412;82
TRT18;29284;Goiania  - 11a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1933;28
TRT18;29284;Goiânia  - 11a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;360;97
TRT18;29285;Goiania  - 12a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1729;24
TRT18;29285;Goiânia  - 12a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;536;55
TRT18;29286;Goiânia  - 13a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;291;108
TRT18;29287;Goiânia  - 14a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;306;84
TRT18;29288;Goiânia  - 15a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;406;101
TRT18;29289;Goiânia  - 16a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;315;93
TRT18;29290;Goiânia  - 17a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;357;66
TRT18;29291;Goiânia  - 18a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;483;60
TRT18;29292;Goias  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1768;69
TRT18;29293;Goiatuba;Trabalho;GO;Cível;;Cível;Acervo Grande;Acervo Grande;445;38
TRT18;29293;Goiatuba  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Grande;Acervo Grande;1600;24
TRT18;29294;Inhumas;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;532;43
TRT18;29295;Itumbiara  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1655;105
TRT18;29297;Jatai  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2042;162
TRT18;29298;Luziania;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;504;27
TRT18;29298;Luziania  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2048;28
TRT18;29299;Mineiros  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Grande;Acervo Grande;1673;172
TRT18;29301;Posse  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Médio;Acervo Médio;2090;67
TRT18;29302;Quirinopolis  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1508;47
TRT18;29303;Rio Verde  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1476;77
TRT18;29304;Rio Verde  - 02a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;600;69
TRT18;29305;Rio Verde  - 03a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;466;35
TRT18;29307;POSTO AVANCADO DE IPORA;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;328;25
TRT18;29307;Sao Luis de Montes Belos;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;387;45
TRT18;29307;Sao Luis de Montes Belos  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1617;88
TRT18;29308;Uruacu;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;304;116
TRT18;29308;Uruacu  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2099;47
TRT18;29309;Valparaiso de Goias;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;363;24
TRT18;29309;Valparaiso de Goias  - 01a Vara;Trabalho;GO;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1840;132
TRT19;47206;5� Vara do Trabalho de Macei�;Trabalho;AL;Cível;;Cível;Acervo Inadministrável;Acervo Grande;501;22
TRT19;47207;6� Vara do Trabalho de Macei�;Trabalho;AL;Cível;;Cível;Acervo Inadministrável;Acervo Grande;521;21
TRT19;47211;10� Vara do Trabalho de Macei�;Trabalho;AL;Cível;;Cível;Acervo Inadministrável;Acervo Grande;144;21
TRT19;47212;1� Vara do Trabalho de Arapiraca;Trabalho;AL;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1047;32
TRT19;47220;1� Vara do Trabalho de S�o Miguel dos Campos;Trabalho;AL;Cível;;Cível;Acervo Inadministrável;Acervo Grande;823;21
TRT2;29900;1A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;980;38
TRT2;29912;13A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;930;31
TRT2;29923;24A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;960;30
TRT2;29943;44A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;880;33
TRT2;29969;70A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;908;42
TRT2;29980;81A VARA DO TRABALHO DE SAO PAULO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;937;24
TRT2;29995;6A VARA DO TRABALHO DE SAO PAULO - ZONA LESTE;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1010;32
TRT2;29999;10A VARA DO TRABALHO DE SAO PAULO - ZONA LESTE;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1533;37
TRT2;30016;13A VARA DO TRABALHO DE SAO PAULO - ZONA SUL;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1168;51
TRT2;30053;5A VARA DO TRABALHO DE GUARULHOS;Trabalho;SP;Cível;;Cível;Acervo Médio;Acervo Médio;1095;48
TRT2;30057;9A VARA DO TRABALHO DE GUARULHOS;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1156;29
TRT2;30064;VARA DO TRABALHO DE ITAPEVI;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1103;39
TRT2;30085;2A VARA DO TRABALHO DE SANTANA DE PARNAIBA;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1829;54
TRT2;30089;4A VARA DO TRABALHO DE SANTO ANDRE;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;993;24
TRT2;30102;5A VARA DO TRABALHO DE SAO BERNARDO DO CAMPO;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1027;25
TRT2;30105;8A VARA DO TRABALHO DE SAO BERNARDO DO CAMPO;Trabalho;SP;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1092;35
TRT2;30108;3A VARA DO TRABALHO DE SAO CAETANO DO SUL;Trabalho;SP;Cível;;Cível;Acervo Grande;Acervo Grande;1250;78
TRT20;18567;1ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;690;29
TRT20;18568;2ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1523;31
TRT20;18568;Gab. Des. Rita Oliveira;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;973;38
TRT20;18569;3ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;672;33
TRT20;18570;4ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2050;36
TRT20;18570;Gab. Des. Jorge Cardoso;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;416;26
TRT20;18571;5ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2261;52
TRT20;18571;Gab. Des. João Aurino;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;486;35
TRT20;18572;6ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1377;62
TRT20;18573;7ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;446;22
TRT20;18574;8ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;239;40
TRT20;18575;9ª Vara do Trabalho de Aracaju;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;432;60
TRT20;18576;Vara do Trabalho de Estância;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1811;80
TRT20;18577;Vara do Trabalho de Itabaiana;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1013;77
TRT20;18578;Vara do Trabalho de Lagarto;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1788;129
TRT20;18579;Gab. Des. Fabio Túlio;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;540;24
TRT20;18579;Vara do Trabalho de Maruim;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2027;237
TRT20;18580;Vara do Trabalho de Nossa Senhora da Glória;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1888;57
TRT20;18581;Vara do Trabalho de Propriá;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1819;37
TRT21;22274;1A.VARA DO TRABALHO DE NATAL;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1630;92
TRT21;22274;1ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1112;88
TRT21;22275;2ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;925;58
TRT21;22276;3ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1159;48
TRT21;22277;4ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;878;41
TRT21;22278;5ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;723;64
TRT21;22279;6ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;957;59
TRT21;22280;7ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;996;37
TRT21;22281;8ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1281;36
TRT21;22282;9ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;278;31
TRT21;22283;10ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1049;67
TRT21;22284;11ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;779;40
TRT21;22285;1ª VARA DO TRABALHO DE MOSSORÓ/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1814;118
TRT21;22285;1ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1359;135
TRT21;22286;2A.VARA DO TRABALHO DE MOSSORO/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1992;274
TRT21;22286;2ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2187;153
TRT21;22287;3ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1434;48
TRT21;22287;4A.VARA DO TRABALHO DE MOSSORO/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1947;305
TRT21;22288;4ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;756;55
TRT21;22289;1ª VARA DO TRABALHO DE MACAU;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;2004;294
TRT21;22291;VARA DE ASSU;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2126;46
TRT21;22291;Vara do Trabalho de Assu;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1181;23
TRT21;22292;VARA DO TRABALHO DE CAICÓ DR. MANOEL MEDEIROS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1411;61
TRT21;22293;VARA DO TRABALHO DE CEARÁ-MIRIM;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1803;120
TRT21;22295;ÚNICA VARA DO TRABALHO DE GOIANINHA;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1673;62
TRT21;22299;GABINETE DO DESEMBARGADOR ERIDSON MEDEIROS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1543;26
TRT21;22300;Gabinete da Desembargadora Joseane Dantas dos Santos;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;791;27
TRT21;22301;Gabinete do Desembargador José Barbosa Filho;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;839;28
TRT21;22302;Gabinete do Desembargador José Rêgo Júnior;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;420;34
TRT21;22304;Gabinete da Desembargadora Maria do Perpétuo Socorro Wanderley de Castro;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;1160;24
TRT21;22305;Gabinete do Desembargador Ricardo Luís Espíndola Borges;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;820;36
TRT21;22306;Gabinete do Desembargador Ronaldo Medeiros de Souza;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1061;51
TRT21;76598;12ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1021;23
TRT21;76599;13ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1321;50
TRT22;30300;1ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1654;1044
TRT22;30301;2ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;873;544
TRT22;30302;3ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1079;408
TRT22;30303;4ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1664;572
TRT22;30304;VARA DO TRABALHO DE PARNAÍBA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1833;257
TRT22;30305;VARA DO TRABALHO DE SÃO RAIMUNDO NONATO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1451;67
TRT22;30306;VARA DO TRABALHO DE PICOS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;292;330
TRT22;30307;VARA DO TRABALHO DE CORRENTE;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1121;423
TRT22;30308;VARA DO TRABALHO DE PIRIPIRI;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;972;269
TRT22;30309;VARA DO TRABALHO DE FLORIANO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1624;69
TRT22;30310;VARA DO TRABALHO DE OEIRAS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1883;366
TRT22;30311;VARA DO TRABALHO DE BOM JESUS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1089;156
TRT22;30312;VARA DO TRABALHO DE VALENÇA DO PIAUÍ;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;459;25
TRT22;30656;GABINETE DA DESEMBARGADORA LIANA FERRAZ DE CARVALHO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1805;33
TRT22;30657;GABINETE DA DESEMBARGADORA LIANA CHAIB;Trabalho;PI;Cível;;Cível;Acervo Grande;Acervo Grande;1866;37
TRT22;30658;GABINETE DO DESEMBARGADOR ARNALDO BOSON PAES;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1806;32
TRT22;30659;GABINETE DO DESEMBARGADOR MARCO AURELIO LUSTOSA CAMINHA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1134;50
TRT22;30660;GABINETE DO DESEMBARGADOR FRANCISCO METON MARQUES DE LIMA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1756;44
TRT22;30661;GABINETE DO DESEMBARGADOR GIORGI ALAN MACHADO ARAÚJO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1631;54
TRT22;30663;GABINETE DO DESEMBARGADOR WELLINGTON JIM BOAVISTA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1596;41
TRT22;30676;SECRETARIA GERAL DA PRESIDÊNCIA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1673;100
TRT24;20789;GAB. DES. AMAURY RODRIGUES PINTO JUNIOR;Trabalho;MS;Cível;;Mista;Acervo Grande;Acervo Grande;371;47
TRT24;20790;GAB. DES. ANDRÉ LUÍS MORAES DE OLIVEIRA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;604;50
TRT24;20792;GAB. DES. JOÃO DE DEUS GOMES DE SOUZA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;673;54
TRT24;20793;GAB. DES. MARCIO VASQUES THIBAU DE ALMEIDA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;218;32
TRT24;20794;GAB. DES. NERY SÁ E SILVA DE AZAMBUJA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;462;80
TRT24;20795;GAB. DES. NICANOR DE ARAÚJO LIMA;Trabalho;MS;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;224;21
TRT24;20812;VARA DO TRABALHO DE AMAMBAI;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;444;154
TRT24;20813;VARA DO TRABALHO DE AQUIDAUANA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;460;28
TRT24;20814;VARA DO TRABALHO DE BATAGUASSU;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;195;258
TRT24;20815;1ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;339;47
TRT24;20816;VARA DO TRABALHO DE CASSILANDIA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;227;114
TRT24;20818;VARA DO TRABALHO DE COXIM;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;379;85
TRT24;20819;1ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;551;413
TRT24;20820;VARA DO TRABALHO DE FATIMA DO SUL;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;169;23
TRT24;20822;VARA DO TRABALHO DE MUNDO NOVO;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;210;230
TRT24;20824;VARA DO TRABALHO DE NOVA ANDRADINA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;253;27
TRT24;20826;VARA DO TRABALHO DE PONTA PORÃ;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;986;561
TRT24;20827;VARA DO TRABALHO DE RIO BRILHANTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;299;24
TRT24;20828;VARA DO TRABALHO DE SÃO GABRIEL DO OESTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;281;158
TRT24;20829;1ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;793;514
TRT24;20830;2ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;411;74
TRT24;20831;2ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;370;533
TRT24;20832;2ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;507;399
TRT24;20833;3ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;674;82
TRT24;20834;4ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;543;56
TRT24;20835;5ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;403;49
TRT24;20836;6ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;321;45
TRT24;20837;7ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;384;53
TRT24;20838;TRIBUNAL PLENO;Trabalho;MS;Cível;;Cível;Acervo Médio;Acervo Médio;765;98
TRT24;20839;1ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;155;37
TRT24;20840;2ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;160;23
TRT24;81803;GAB. JUIZ CONVOCADO LEONARDO ELY;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;248;40
TRT3;19143;Vara do Trabalho de Conselheiro Lafaiete;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1904;21
TRT3;19144;Vara do Trabalho de Curvelo;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1907;22
TRT3;19149;Vara do Trabalho de Itajubá;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1271;50
TRT3;19150;Vara do Trabalho de Itaúna;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;792;24
TRT3;19151;Vara do Trabalho de Iturama;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2080;25
TRT3;19158;Vara do Trabalho de Ouro Preto;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2192;21
TRT3;19159;Vara do Trabalho de Pará de Minas;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2103;75
TRT3;19168;Vara do Trabalho de Santa Rita do Sapucaí;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1788;21
TRT3;19170;Vara do Trabalho de São Sebastião do Paraíso;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2260;52
TRT3;19176;1ª Vara do Trabalho de Alfenas;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2350;25
TRT3;19183;1ª Vara do Trabalho de Divinópolis;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1935;28
TRT3;19184;1ª Vara do Trabalho de Formiga;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2411;42
TRT3;19187;1ª Vara do Trabalho de Ituiutaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2209;25
TRT3;19191;1ª Vara do Trabalho de Nova Lima;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1887;29
