cod_orgao_julg;Median(numero_dias);Count*(npu)
48507;146;3
48509;139;34
48519;134;20
48523;166;81
48526;137;14
48527;122;4
48531;126;1
48535;149;26
48538;166;2
48539;159;20
4854;147;3
4859;119;1
486;324;4
48614;145;6
48616;144;10
48617;136;10
48620;149;3
48622;134;8
48623;127;4
48624;129;15
48625;130;5
48626;127;13
48628;144;1
48629;116;2
48631;129;6
48634;117;4
48635;165;15
48637;134;13
48638;146;8
48639;187;6
48640;154;6
48641;158;5
48642;146;11
48643;176;2
48644;122;10
48649;153;2
48650;170;9
487;515;1
48732;126;9
48735;154;11
4879;141;1
489;615;3
4890;2561;1
4893;115;2
490;258;4
49015;1043;4
49017;707;5
49018;1756;9
49019;1991;1
49020;1553;7
49021;2450;3
4903;148;3
4905;141;7
4906;140;8
4907;133;4
4908;152;44
491;679;2
4910;138;12
4912;115;2
4913;148;5
4914;141;1
4915;138;1
492;281;9
4920;156;1
4921;122;1
4922;143;6
4923;129;2
493;499;11
494;301;7
495;262;7
496;427;2
49622;2381;1
49645;2521;1
497;267;11
49705;2054;6
49709;2390;5
49737;115;2
49749;116;1
49750;118;8
498;630;13
49818;132;2
49819;995;1
499;489;7
49935;117;5
49954;141;11
49959;145;24
49960;130;1
49962;131;13
49964;145;33
49965;133;7
49969;121;7
49971;119;50
49972;118;24
49974;124;15
49978;306;2
49982;118;8
49985;115;4
49988;149;4
500;387;7
50007;128;1
50009;134;3
5002;139;1
5008;120;1
50083;146;1
5009;121;1
501;212;4
50103;117;1
5011;2384;1
5016;121;1
502;203;13
503;334;9
50302;304;8
50303;487;5
50304;681;23
50305;474;30
50307;243;3
50308;364;44
50309;1523;94
50310;536;18
50311;851;67
50312;460;20
50313;605;18
50314;523;31
50315;394;19
50316;491;26
50317;411;17
50318;644;18
50319;714;14
50320;567;17
50321;439;16
50322;341;23
50323;463;34
50324;533;26
50325;872;25
50326;397;36
50327;353;16
50329;556;30
50330;301;39
50331;326;14
50334;581;11
50335;373;28
50336;290;31
50338;377;56
50339;550;12
50340;375;20
50341;535;35
50343;1082;169
50352;118;4
50354;773;6
50355;392;10
50356;1548;5
50357;117;3
50360;600;1
50361;132;1
50362;147;3
50364;118;2
504;402;8
5048;152;1
5049;132;1
505;1879;13
5051;137;2
5052;125;1
5054;130;2
5055;140;2
5057;137;2
506;423;4
5060;1857;38
5062;153;2
5063;2254;5
5065;1860;46
5066;134;2
5067;1982;4
507;352;5
5073;123;1
5075;115;2
5076;132;1
5078;2237;9
5079;2079;46
508;940;3
5083;153;1
5084;139;1
50864;165;3
50865;171;2
50867;2107;83
50868;2076;110
5089;115;3
509;1396;6
5091;1851;16
50913;2056;125
50914;2066;91
50915;2057;82
50916;2214;136
50918;2051;82
50921;172;70
50922;167;57
50925;1988;19
50926;2045;17
50928;2042;3
5093;121;4
5094;2012;11
5095;135;6
5097;117;4
5098;118;4
510;297;7
5102;135;1
5104;147;1
5106;153;1
5107;134;5
5108;126;3
511;212;8
5112;137;4
5113;118;1
512;608;1
5120;1931;7
5121;135;1
51250;315;11
51251;1745;23
51253;898;67
51254;123;12
51255;1039;347
51256;1048;266
51259;849;369
51260;1870;15
51261;947;5
5127;285;1
513;119;1
51355;175;1
51359;151;2
51361;152;2
51362;171;18
51363;141;3
51364;122;1
51367;133;2
51370;122;3
51372;127;4
51375;132;16
51376;163;5
51377;126;1
51378;126;1
51379;137;2
51380;133;6
51382;133;8
51385;143;10
51386;183;2
51388;122;6
51389;198;6
51390;147;2
51391;154;20
51393;142;3
51394;142;10
51396;124;2
51398;127;2
51399;159;21
51402;175;2
51405;176;2
51406;160;6
51407;137;6
51410;187;2
51412;131;8
51414;129;2
51415;176;2
51419;131;4
51422;127;2
51424;168;2
51425;153;2
51427;126;3
51428;158;2
51429;147;5
51430;157;6
51431;165;8
51433;140;6
51434;234;2
51436;154;12
51437;165;18
51440;160;14
51442;166;8
51443;196;6
51448;175;14
51453;120;3
51454;124;6
51458;141;20
51460;154;2
51461;153;14
51463;153;7
51468;587;1
5147;116;1
5153;148;10
5155;874;2
5157;1262;3
5158;916;7
5159;965;2
5163;897;1
5164;1229;11
5168;1004;1
51693;378;38
51694;433;46
51695;385;36
5170;119;1
5171;1235;81
5173;1306;4
5174;1237;6
5178;1696;19
5179;1376;20
51792;151;37
51807;163;2
51808;2135;35
51809;1892;30
5181;1275;2
51810;170;3
51813;1892;14
5184;1585;18
5185;1462;21
5186;2071;1
51873;118;1
5189;2239;15
519;1978;2
51900;138;3
5192;1274;3
5195;1760;6
5196;1612;224
5198;1673;24
51989;117;2
5199;120;2
5200;126;1
5201;1316;1
52038;137;1
52042;121;1
5205;118;2
52058;127;1
52072;153;3
52077;154;1
5209;1295;16
52093;159;1
52094;133;2
52097;135;3
521;553;2
52109;139;1
5211;119;1
52113;131;1
52115;155;1
52117;136;1
52120;125;1
5213;123;3
52132;117;2
52156;144;1
5216;2080;1
52161;132;2
5218;2367;1
52190;118;2
5220;1883;1
52212;132;2
52213;132;4
52217;127;2
5222;1243;21
52221;139;1
52223;125;1
52231;149;1
52246;127;3
52248;120;2
52250;127;3
52251;119;2
52255;155;1
52279;130;1
5235;168;1
5237;117;1
5239;120;2
52414;119;12
52426;118;1
52435;127;1
5248;2183;2
525;1599;5
52503;128;1
52519;133;1
5252;119;1
5254;117;2
5257;225;1
5258;998;12
526;366;27
52647;1079;1
52654;120;1
5267;579;5
5268;1474;7
5271;1284;6
5272;416;2
5275;727;1
5278;1331;130
528;1610;10
5284;124;7
5287;1450;152
5289;863;2
5290;130;1
5291;115;3
5293;2301;15
5295;117;2
5297;1036;3
5299;1590;1
5300;117;2
5302;1162;9
5304;2049;1
5307;2121;1
5308;148;2
5313;121;1
5315;132;1
5316;154;1
5317;124;1
5321;1897;1
5326;2145;2
5327;1634;86
53286;1968;20
53288;1865;6
53290;1794;4
5334;1973;27
5335;2121;3
53356;176;3
53357;188;6
53358;180;8
53359;178;4
53360;140;4
53361;152;4
53362;140;13
53363;173;13
53364;167;6
53365;159;9
53366;133;10
53367;174;2
53368;180;2
53369;1830;2
53370;1512;3
53371;126;2
53372;2014;2
53373;135;3
5341;1460;5
5342;923;22
5344;2029;7
5345;2452;2
5348;1855;49
5350;2477;4
5351;1708;10
5352;1365;15
5353;2314;2
5356;1687;9
5359;2463;23
5360;2297;3
5362;2478;3
5363;126;2
5365;134;4
5367;1624;4
5369;137;3
5371;149;1
5373;2387;3
5375;2594;1
5377;124;1
5378;2021;15
5379;2114;2
5380;1713;21
5381;1747;6
5384;1932;29
5385;2009;27
5387;1301;62
5389;1587;11
5392;153;2
5394;1756;24
5395;149;4
5396;1797;61
5398;1125;47
5399;1477;4
5402;2227;9
5407;120;1
5408;119;1
5409;119;1
5410;1946;1
5412;2422;1
5413;2081;40
5417;1690;4
5419;124;1
5424;1729;5
5427;1116;21
5432;1276;2
5435;118;1
5436;1806;13
5437;2012;3
5438;2016;3
5442;2310;1
5443;117;1
5444;1609;6
5445;407;23
5446;2005;11
5454;2454;5
5455;1785;16
5459;2255;18
5465;1105;23
5466;124;4
5470;1281;19
5475;125;1
5476;2080;2
5481;997;14
5483;1651;4
5484;121;1
5487;1204;15
5489;2472;17
5491;1364;5
5496;1376;24
5499;1647;4
5504;1871;11
5509;1357;39
5512;2150;4
5513;127;1
5518;116;5
5520;1964;1
5521;1260;12
5523;1281;2
5524;117;4
5526;117;1
5529;2306;21
5531;1940;4
5533;650;2
5542;2139;5
5543;1338;22
5546;132;3
5548;1685;21
5549;141;2
5554;1860;6
5555;1823;30
5559;146;3
5564;118;2
5569;1070;1
5574;1129;8
5581;121;2
5582;887;6
5583;125;1
5588;1087;6
5594;154;1
5596;1672;9
5599;148;2
56;2594;6
5600;1349;4
5602;147;1
5604;115;2
5606;129;3
5607;1642;27
5608;141;1
5609;125;3
5612;119;2
5614;2004;85
5616;135;4
5617;2481;3
5618;134;5
5619;1136;85
5620;118;2
5623;2265;4
5627;2326;23
5628;168;1
5629;2070;92
5630;2374;2
5632;118;2
5635;135;4
5636;2105;9
5638;1942;3
5642;1925;88
5643;134;14
5647;2338;19
5648;2237;2
5649;133;2
5650;2476;162
5651;133;1
5653;151;1
5654;2058;13
5656;145;1
5658;2237;3
5659;133;1
5660;2120;3
5663;161;1
5664;2484;1
5665;121;2
5667;2355;1
5669;2070;63
5670;126;1
5671;1747;5
5673;133;8
5674;122;2
5677;2063;7
5683;1986;47
5684;125;4
5686;160;1
5688;132;18
5691;120;1
5693;2527;8
5694;2236;99
5697;122;2
5698;2394;8
57;1939;3
5700;128;2
5701;2303;59
5704;131;1
5705;2276;79
5707;126;4
5709;2388;8
5713;2226;390
5714;120;2
5718;1954;1
5724;128;1
5727;2095;14
5728;133;1
5731;124;1
5732;2461;11
5733;119;1
5735;136;1
5736;120;8
5738;161;8
5739;2343;1
5740;121;8
5742;115;1
5747;126;6
5748;138;3
5749;118;2
5751;148;7
5752;1637;9
5755;131;1
5756;126;5
5757;131;1
5761;2145;2
5763;120;1
5765;143;3
5768;2265;25
5770;2097;17
5773;2310;12
5774;122;1
5776;2502;1
5777;2418;7
5778;1982;2
5781;1944;1
5783;2299;1
5784;127;2
5785;2505;2
5786;2150;1
5787;2085;1
5789;116;1
5791;1884;7
5793;2365;12
5794;120;1
5795;1718;9
5797;121;1
5801;153;2
5802;1966;24
5803;115;1
5805;2051;5
5807;2061;2
5809;2407;7
5814;2031;9
5815;2216;66
5817;119;4
5818;2163;12
5819;118;1
5821;2067;21
5824;2168;42
5826;2139;2
5827;2159;30
5829;1872;59
5830;1866;18
5831;2218;23
5832;120;1
5834;2129;25
5835;2143;9
5837;2209;37
5838;2362;10
5840;2478;1
5841;2165;107
5842;144;4
5844;2179;33
5846;141;6
5847;2514;57
5848;2231;9
5849;2518;1
5850;2175;28
5851;124;1
5852;2132;11
5853;2273;29
5855;2027;22
5857;2166;90
5858;117;1
5860;1984;16
5862;146;4
5863;143;1
5867;2365;1
5868;1500;3
5869;2512;2
5872;116;1
5873;2292;20
5874;2060;2
5875;1858;43
5876;127;2
5877;1951;38
5879;2508;4
5880;2070;29
5881;1981;53
5883;2401;3
5884;1683;1
5885;145;2
5886;166;2
5887;2154;11
5888;2430;5
5889;2492;117
5890;119;2
5891;1401;7
5892;130;6
5893;139;1
5894;2152;26
5895;119;1
5896;1976;149
5897;127;2
5899;2345;17
59;1939;3
5901;135;2
5904;122;6
5905;2515;2
5907;129;1
5909;141;1
5912;127;6
5920;127;1
5923;2449;1
5924;145;15
5925;2040;10
5926;164;2
5930;1474;4
5933;2170;3
5934;1912;7
5936;161;1
5937;133;4
5938;152;1
5941;131;7
5943;2413;2
5944;121;4
5947;119;2
5948;132;1
5949;2495;1
5952;2433;2
5955;131;2
5956;121;1
5957;2217;4
5962;2296;3
5963;126;2
5965;1878;25
5966;2310;89
5967;2068;177
5969;2146;11
5970;2160;46
5971;2239;23
5972;2300;20
5973;2581;121
5974;2421;13
5975;2079;19
5976;2168;19
5977;1996;15
5978;2299;17
5979;1910;9
5980;2130;106
5981;2303;26
5982;2136;15
5983;2187;23
5984;2438;2
5985;1924;12
5986;1913;19
5987;2196;82
5988;1882;22
5989;2023;14
5990;2015;7
5991;1990;75
5992;1764;67
5993;2088;14
5994;2285;9
5995;1974;4
5996;2059;29
5997;2030;8
5998;2521;41
5999;1865;11
60;1818;3
6000;1985;15
6001;2264;28
6002;1882;12
6003;2100;18
6004;2219;2
6005;1809;34
6006;137;2
6008;2379;3
6009;2247;4
6010;1793;4
6011;2298;11
6013;1681;5
6014;1823;1
6015;127;3
6017;1729;3
6018;120;1
6023;155;22
6024;1630;2
6034;2443;4
6037;1750;2
6038;519;1
6040;155;1
6041;147;2
6042;2347;6
6043;142;6
6044;2464;1
6046;1936;7
6047;1627;11
6048;1918;21
6051;1615;3
6052;137;4
6054;2065;15
6055;2219;10
6056;1581;4
6057;129;3
6059;1765;1
6062;148;3
6063;1894;21
6065;1552;5
6069;2560;7
6070;1691;6
6074;117;2
6075;134;3
6077;2034;1
6078;120;1
6079;2064;4
60795;1515;210
6081;131;1
6089;1699;17
6090;999;94
6091;1525;73
6093;1817;80
6094;1518;9
6095;119;3
6096;1107;106
6099;1218;120
6102;124;1
6105;2476;143
6109;1883;7
6110;1708;3
6112;2143;7
6113;2209;4
6114;2527;1
6118;1666;2
6119;2196;2
6122;1711;19
6123;133;3
6124;123;2
6126;141;2
6127;123;1
6129;2202;1
6130;1618;1
6131;1214;14
6133;2060;25
6134;1828;1
6136;1595;1
6137;1800;2
6138;1873;5
6139;1648;4
6140;2108;15
6141;164;6
6142;161;1
6143;127;1
6146;614;1
6147;1747;152
6149;1474;9
6151;1505;144
6152;1879;3
6153;1934;19
6155;1527;201
6156;2184;14
6157;1518;72
6158;1596;2
6160;1561;75
6161;2174;7
6162;1266;1340
6163;2465;7
6164;1847;799
6165;1849;681
6166;1823;528
6167;1818;839
6168;160;7
6169;166;3
6171;1355;229
6172;1609;445
6173;1759;17
6177;1651;25
6178;1647;10
6179;1640;12
618;166;9
6180;117;1
6181;1658;6
6183;2512;1
6185;1989;27
6187;1881;4
6188;132;1
6189;1482;32
6191;1860;17
6193;1844;5
6195;1890;9
6196;1555;16
6197;2329;4
62;1984;11
6200;1902;11
6201;133;8
6203;146;2
6206;2320;27
6211;2196;13
6215;2351;70
6216;2436;5
6223;126;2
6226;150;2
6228;157;5
6231;142;9
6232;147;3
6234;134;4
6236;2244;5
6237;149;2
6238;2508;5
6239;153;5
6240;2388;14
6242;2401;6
62426;138;1
6245;145;2
62453;116;2
62455;163;1
6246;142;4
6247;2372;1
6248;125;1
6249;125;1
6251;133;2
6252;148;2
6253;1482;5
6254;152;2
6255;152;3
6264;140;2
6267;2319;23
6270;158;2
6271;130;3
6272;2289;12
6275;121;1
6276;128;3
6278;136;1
6280;2583;1
6281;2474;6
6284;138;3
6285;2452;3
6294;133;5
6295;196;1
6298;1841;2
6310;130;1
6311;2420;6
6315;1873;4
6317;1993;3
6318;1211;1
6319;197;3
6321;119;1
6322;1974;1
6325;136;1
63273;2177;1
6329;184;1
6330;135;1
63301;1512;1
63374;1270;3
6341;2281;2
6342;2279;2
6343;2477;3
6344;1840;1
63450;2485;2
6346;1977;1
63494;1442;1
63496;303;1
6356;1967;5
6360;151;4
63623;1637;1
63642;2103;1
6368;134;7
6370;145;6
6371;2215;2
6373;2290;21
6374;1986;1
6377;2057;9
63777;1981;67
63780;2074;348
6379;1065;63
63793;121;2
63794;124;2
63795;118;2
63797;127;3
63798;126;2
6380;1969;12
63800;116;2
63802;126;1
63804;117;2
63808;126;1
6381;2455;2
63812;119;1
63813;124;1
63814;2446;76
6382;2067;1
63821;124;11
6383;2008;1
63838;2100;8
63841;1993;3
63843;120;4
63844;1975;1
63845;147;4
63872;120;2
6388;2274;1
63880;123;10
63882;126;1
63884;154;21
63886;118;6
63887;162;26
63888;144;22
63890;127;2
63891;177;4
63892;123;10
63893;115;12
63895;136;2
63896;143;2
63900;140;48
63907;154;30
63909;127;12
63910;161;16
63913;135;2
63914;148;20
63916;127;2
63917;144;12
63922;115;4
63923;117;4
63924;125;2
63927;127;8
63929;140;2
6396;1487;22
6398;1807;83
63984;136;17
63985;1775;8
63986;1308;9
63987;2293;4
63988;1715;5
63989;1463;5
6399;2111;73
63990;1871;9
63991;1274;16
6401;1366;254
6402;1186;198
6404;1512;236
6405;2320;8
6406;1517;116
6407;1554;282
6408;1534;6
6409;1651;211
6410;1497;264
6411;1627;262
6412;1638;136
6414;1146;307
6416;1468;107
6417;1514;179
6418;119;1
6419;1758;17
6424;2037;1
6425;2221;32
6430;2331;36
6431;2568;1
6433;120;2
6434;117;2
6435;146;19
6442;1902;11
6448;2519;2
6451;134;8
6456;1956;19
6457;2065;63
6458;1720;26
64583;136;18
64584;125;41
64585;153;12
6459;115;4
64590;153;4
64592;152;2
64599;118;2
64601;122;37
64602;125;2
64603;129;7
64604;125;6
64605;121;32
64606;127;14
64607;153;2
6461;135;1
6466;2498;57
6470;1827;13
6471;1568;35
6472;1889;21
6473;1600;30
6474;1660;5
6475;2564;1
6476;146;9
6477;1660;7
6479;1737;18
6480;1934;5
6484;2057;4
6485;1585;6
6486;1791;1
6490;1898;17
6491;2161;4
6492;2273;8
6493;1813;34
6494;2226;1
6495;1917;28
6496;2015;9
6498;1944;37
6499;2255;3
6500;1973;8
6501;1924;16
6502;1958;16
6504;132;12
6505;1861;5
6507;1994;1
6508;116;4
6511;145;1
6520;117;1
6522;153;6
6526;128;2
6529;151;2
6532;214;1
6535;124;4
6536;1920;5
6540;2001;5
6541;1953;7
6542;1994;12
6543;1883;18
6545;2211;3
6546;1907;19
6547;1922;6
6549;2079;45
6550;139;3
6551;2095;33
6553;1975;56
6554;2384;9
6555;2385;16
6557;2075;7
6558;2040;62
6560;2084;37
6562;153;1
6563;2023;43
6564;2096;57
6565;140;5
6566;2134;50
6567;2031;55
6569;1940;20
6571;2047;35
6572;153;1
6574;2221;70
6576;2072;49
6577;129;2
6579;2185;86
6583;180;2
6584;2066;26
6586;2035;59
6588;143;1
6590;2058;64
6592;2455;3
6594;2049;41
6596;150;1
6597;2030;59
66;2133;2
6600;2112;65
6604;2036;84
6610;1870;2
6611;139;3
6614;2359;1
6616;1871;1
6617;2047;51
6623;2205;33
6625;1953;24
6629;2452;3
6630;2154;44
6633;2486;6
6634;2092;36
6635;2159;23
6636;176;1
6637;1924;36
6639;2243;5
6641;2152;59
6643;1904;37
6644;2100;39
6647;150;12
6649;135;1
6654;2104;3
6655;136;1
6658;127;1
6659;2409;8
6660;182;89
6663;127;3
6665;2245;5
6668;2442;1
6669;1156;1
6672;131;7
6674;121;2
6675;259;72
6678;185;80
6681;126;10
6687;163;54
6693;2409;16
6696;132;3
6698;2205;4
67;2397;6
6704;134;1
6710;126;1
6713;177;3
6715;1780;10
6718;2320;5
6719;2505;3
6723;165;8
6730;2337;2
6733;2347;1
6737;133;2
6739;2069;77
6745;2241;122
6746;117;1
6752;2050;213
6755;2308;7
6756;2193;108
6760;2092;403
6764;145;27
6767;2128;119
6768;1744;7
6771;2142;41
6772;133;2
6773;2528;1
6775;2226;78
6777;2097;19
6778;2037;27
6779;2236;23
67791;224;21
67792;138;1
6780;1999;8
6782;1709;11
6784;2362;15
67840;193;9
67842;138;3
67844;120;2
67845;124;1
67852;234;56
67853;137;6
67854;141;9
6786;2169;27
6791;1820;16
6795;125;1
67961;2133;9
67962;149;15
67963;1907;10
67964;1917;15
67965;2019;14
6797;2512;4
6798;1851;3
67980;501;75
67982;335;87
67983;1946;425
67984;1317;832
67985;353;51
67986;420;50
67987;772;13
6799;2333;20
68;1970;2
6800;2043;17
6801;2163;21
6802;1895;11
6803;2022;22
6804;2294;36
6805;2224;17
6808;413;2
6810;679;6
6812;1625;4
6813;659;8
6816;149;1
6820;1614;2
6822;2058;11
6823;1800;8
6824;1364;6
6825;1688;1
6827;812;4
6829;1996;19
6830;2054;19
6834;2225;9
6836;2543;1
6837;2149;3
6839;1583;5
6841;1504;54
6842;2371;4
6844;2150;2
6845;2149;2
6846;132;1
6847;2224;1
6848;588;25
6849;2378;6
6851;2228;18
6857;1745;3
6861;2109;18
6863;2466;4
6864;338;2
6865;1940;24
6870;1474;2
6872;2485;13
6873;2446;1
6875;2347;7
6877;1923;20
6878;125;1
6881;2543;1
6882;2387;13
6883;2150;10
6884;1556;3
689;154;2
6890;132;1
6891;406;67
6896;132;15
6899;314;12
69;2166;3
6901;144;2
6903;146;4
6905;115;6
6908;119;1
6909;2460;1
6910;2123;2
6912;2493;2
6914;118;1
6915;2276;9
6916;2255;3
6917;145;2
6918;2409;24
6919;2315;6
6920;2395;10
6922;2376;9
6924;2286;6
6925;1601;10
6926;2485;5
6927;124;2
6929;2492;5
6931;1528;10
6933;2327;7
6934;124;13
6936;2404;10
6937;2068;22
6938;2353;7
6940;2430;1
6941;125;1
6944;118;2
6947;1648;20
6948;2255;1
6949;1576;6
6951;2133;3
6952;2522;3
6953;2235;7
6954;2421;6
6958;2428;6
6960;2071;7
6964;2266;10
6965;142;2
6968;1549;3
6972;2068;14
6973;2219;8
6976;120;2
6977;1785;1
6980;2414;5
6984;2530;3
6986;129;1
6988;127;2
6989;1883;16
6990;2459;2
6991;1782;11
6992;1653;3
6993;891;1
6994;2172;4
6996;122;2
6997;2213;11
7000;2299;5
7001;155;26
7003;2253;7
7005;2336;29
7006;1812;13
7009;2154;11
7013;2248;20
7014;2524;3
7015;2015;634
7017;2236;2
7019;2124;6
7020;2513;7
7023;2344;8
7024;708;3
7025;1889;11
7026;117;1
7028;126;2
7030;1981;4
7031;2333;12
7033;1667;7
7036;2257;4
7037;2526;2
7039;2394;3
7045;1303;5
7050;2291;10
7051;1844;99
70546;121;1
7055;125;3
70554;2247;2
7058;2000;17
7059;1885;4
70593;119;1
70594;125;1
70595;129;1
7060;2202;8
70619;118;4
70620;121;1
70622;123;1
70624;117;1
70628;122;1
7063;2292;16
70634;123;1
70636;126;5
70637;119;1
70638;125;1
70641;120;1
70643;116;2
70644;133;1
70647;132;1
70648;115;2
70649;124;3
70650;126;3
70651;120;3
70652;118;3
70653;126;1
70654;120;7
70655;127;2
70656;121;1
70659;127;5
7066;2381;5
70664;126;2
70665;134;1
70667;124;3
70668;124;10
70669;123;1
7067;2425;1
7068;119;1
70680;1757;5
7069;2282;2
70697;573;27
70698;702;1
70699;615;6
70700;770;7
70701;777;29
70702;940;15
70703;930;7
70704;1009;9
70705;259;10
7076;2550;1
7077;2426;6
7078;2227;8
70797;124;3
70798;421;23
70799;973;7
7080;2423;5
70800;811;4
70801;136;1
70803;116;2
7081;2508;3
7082;2399;13
70824;150;1
7084;2411;5
70840;127;12
70846;121;12
7086;2367;9
7088;2210;4
7091;1970;1
7095;2464;4
7098;2188;1
7099;2515;21
71;1973;3
7100;2292;27
7102;2464;9
7104;2440;7
7107;2137;6
7108;2374;6
7109;2195;6
7110;2286;3
71107;154;1
7112;2388;8
7113;2578;2
7116;2403;17
7117;2022;3
7120;2154;4
7121;2170;1
7122;2124;8
7123;2311;2
7124;2453;13
71253;356;4
7126;2168;2
7127;2462;13
7128;2519;1
7129;2107;2
71299;117;3
71300;118;1
71304;119;1
71307;122;5
71312;121;5
71314;117;2
71317;116;2
7132;2285;14
71323;119;1
71325;134;8
71328;121;2
7133;2411;10
7134;2510;8
7136;1092;1
7138;2223;10
7143;2450;2
7146;2497;4
7149;1249;9
715;153;1
7151;2329;3
7153;2480;5
7156;1386;1
7159;2254;2
7163;2509;1
7165;2456;2
7173;2366;5
7175;148;1
7178;2541;1
7181;125;4
7186;2224;8
7191;2539;3
7194;1681;5
7195;1406;1
7196;1058;3
71971;126;12
72014;117;1
72017;125;2
72018;1572;1
72025;1992;28
7203;2553;4
72046;2236;52
72047;2423;35
7214;1220;2
7215;2467;1
7216;2261;6
72193;124;1
7220;2114;1
72207;2120;10
72208;2085;51
72233;120;6
72234;416;12
72235;206;17
72236;1232;3
7224;2122;4
7225;1041;1
72268;540;1
72272;290;1
7228;2298;1
72282;1748;1
72284;1039;26
72357;424;1
7236;2260;8
7237;1133;1
7245;194;2
7247;616;2
7248;903;1
7250;1751;4
7259;1414;1
7265;1758;7
72664;115;1
7267;1912;1
72672;2541;6
72681;123;2
7270;2314;10
72702;135;1
72703;129;1
72708;122;4
72709;119;3
7271;2407;1
72711;124;6
72713;125;5
72714;122;1
7272;2296;1
72720;127;4
72721;127;1
72723;124;3
72724;122;14
72725;115;4
72729;130;22
72730;130;12
72818;134;8
7282;190;1
72823;2105;14
72824;167;5
72825;154;4
72831;134;57
72832;138;52
72842;125;1
72843;145;1
72844;149;5
72845;115;2
72847;121;4
72849;124;1
72874;147;1
7290;2115;8
72908;138;1
72909;2518;2
7293;1652;1
7294;1585;1
72976;144;29
7298;1916;12
72980;902;8
73;1973;3
7303;2359;133
7308;1728;1
7311;1915;1
7312;1380;1
7315;2278;21
7316;1791;1
7322;2061;11
7326;2047;1
7327;2022;12
7328;2170;20
7330;2094;27
7331;2367;5
7333;2184;10
7334;167;62
7336;2557;5
7338;163;22
7339;136;2
7341;2130;2
7342;122;2
7344;2491;9
7349;130;1
7351;1943;8
7352;932;1
7353;2436;23
7354;1609;2
7356;1851;5
7357;2402;15
7358;1268;1
7360;148;1
7361;2466;10
7362;2374;3
7364;2436;4
7367;2479;5
7368;154;3
7369;2451;1
7372;1859;2
7374;148;1
7375;286;1
7379;919;3
7381;136;6
7382;115;1
7388;1762;5
7390;158;5
7391;135;2
7392;146;2
7393;2073;2
7395;2297;1
7396;2174;1
7399;2407;6
7400;2073;5
7401;125;2
7402;2322;1
7405;121;1
7407;1652;2
74075;170;9
74077;164;2
7408;2142;5
7411;2429;4
7412;2430;15
7417;2575;1
7418;2131;25
7420;2471;15
7422;2227;1
74227;127;4
74247;165;14
7425;2414;15
74257;125;2
7426;2464;9
74268;231;4
74269;744;7
74270;980;21
74271;131;3
7428;2503;11
74296;142;5
74300;128;2
74302;130;2
7431;2529;7
74314;121;1
7432;151;1
7433;183;8
7434;2448;3
7436;140;2
74364;142;1
7437;2435;6
74379;136;1
74389;140;14
7439;122;1
74408;134;3
7441;2518;3
74412;192;3
74442;170;1
74447;151;82
7445;127;8
74451;234;8
74453;121;6
7448;2257;6
7450;2147;31
7451;2191;6
74526;133;1
74529;120;1
7453;161;2
74533;131;3
74534;131;1
74535;127;7
7454;2341;13
7456;2142;3
74577;133;1
74578;131;23
74597;146;4
7460;125;1
74600;152;2
74616;1540;4
7462;964;2
7463;2145;1
7464;139;5
7466;1651;1
74664;122;4
7467;140;10
74670;134;11
7469;140;2
7473;2471;3
7478;1166;1
7479;2446;2
7481;1744;1
7483;2285;3
7484;1298;1
7486;132;1
7487;2072;17
7489;116;2
74901;232;2
74903;148;1
74943;155;1
7495;2246;4
7496;2462;13
7498;148;8
75;2034;28
7500;2464;1
7502;2416;7
7504;1966;2
7507;2484;3
7509;1939;4
7510;1796;1
7511;320;1
7513;2468;1
7516;2355;16
7521;1939;14
7526;435;5
7529;506;1
7530;413;2
7532;1825;4
7533;2208;1
7534;159;9
7535;2246;1
7537;1186;3
7539;2203;1
75423;153;1
7543;127;1
7544;2377;4
75469;815;6
7548;1697;2
75482;154;17
7549;2515;3
75496;141;6
75497;159;16
7550;2225;1
7553;991;2
75533;1695;463
75553;130;12
7556;2039;19
75560;121;2
75562;118;2
75569;148;5
7557;1602;3
75571;179;2
75572;145;1
7558;694;2
75580;115;1
7560;2295;8
7561;2485;8
7563;2488;3
7564;129;2
7565;2189;22
7569;1744;4
7572;2372;9
7573;2348;10
7575;2226;1
7576;2187;33
7578;2377;3
7581;2333;21
7584;1660;1
7587;1923;1
7589;2244;2
7591;2085;15
7594;1080;2
7596;2386;5
7601;1868;16
7602;2386;1
7603;2359;9
7608;123;4
7610;124;2
7611;2493;3
7612;2349;24
7613;426;1
7614;2509;2
7615;2158;12
7617;2196;20
7618;2220;1
7619;2495;1
7622;2235;9
7624;667;2
7626;2391;2
7627;2077;9
7628;118;1
7632;2447;15
7635;2536;3
7637;833;1
7640;2459;4
7643;582;1
7645;1111;1
7648;2231;14
76481;133;1
76485;126;1
7651;2401;34
76528;2004;57
7653;1827;5
76533;142;23
7654;2261;5
7655;2429;23
76559;127;2
7656;525;1
76591;139;2
76593;125;1
76594;145;13
76595;142;5
76596;997;5
76598;1021;23
76599;1321;50
7660;2580;1
76607;2548;1
76610;154;1
76611;120;2
76613;131;1
76614;121;1
7664;1942;21
76667;173;1
76669;119;2
76675;167;3
7668;2372;13
76681;126;3
76684;141;5
76685;161;1
76686;148;1
76687;161;3
76688;379;24
7669;2213;8
7671;142;3
76710;169;2
76744;146;12
76745;162;6
76746;131;4
