codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TRT21;G2;22299;GABINETE DO DESEMBARGADOR ERIDSON MEDEIROS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1543;26;39149;1505.7307692307693
TRT21;G2;22299;Gabinete do Desembargador Eridson João Fernandes Medeiros;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;399;7;5042;720.2857142857142
TRT21;G2;22300;GABINETE DO JUIZ CONVOCADO JOAQUIM SILVIO CALDAS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1897;6;9644;1607.3333333333335
TRT21;G2;22300;Gabinete da Desembargadora Joseane Dantas dos Santos;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;791;27;21109;781.8148148148148
TRT21;G2;22301;GABINETE DO DESEMBARGADOR JOSE BARBOSA FILHO;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1617;1;1617;1617
TRT21;G2;22301;Gabinete do Desembargador José Barbosa Filho;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;839;28;28310;1011.0714285714284
TRT21;G2;22302;GABINETE DO DESEMBARGADOR JOSÉ RÊGO JÚNIOR;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1829;10;18173;1817.3
TRT21;G2;22302;Gabinete do Desembargador José Rêgo Júnior;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;420;34;22163;651.8529411764704
TRT21;G2;22303;Gabinete da Desembargadora Auxiliadora Rodrigues;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;152;3;2403;800.9999999999999
TRT21;G2;22304;GABINETE DA DESEMBARGADORA PERPETUO WANDERLEY;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;1566;6;9478;1579.6666666666667
TRT21;G2;22304;Gabinete da Desembargadora Maria do Perpétuo Socorro Wanderley de Castro;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;1160;24;29574;1232.2499999999993
TRT21;G2;22305;Gabinete do Desembargador Ricardo Luís Espíndola Borges;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;820;36;34047;945.7500000000002
TRT21;G2;22306;Gabinete do Desembargador Ronaldo Medeiros de Souza;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1061;51;49822;976.9019607843142
TRT21;G2;22310;Gabinete da Presidência;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;163;19;9264;487.57894736842115
TRT22;G1;30300;1ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1654;1044;1554626;1489.105363984674
TRT22;G1;30301;2ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;873;544;634231;1165.865808823528
TRT22;G1;30302;3ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1079;408;466563;1143.536764705881
TRT22;G1;30303;4ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1664;572;871438;1523.4930069930062
TRT22;G1;30304;VARA DO TRABALHO DE PARNAÍBA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1833;257;433031;1684.9455252918303
TRT22;G1;30305;VARA DO TRABALHO DE SÃO RAIMUNDO NONATO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1451;67;96268;1436.8358208955228
TRT22;G1;30306;VARA DO TRABALHO DE PICOS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;292;330;232549;704.6939393939392
TRT22;G1;30307;VARA DO TRABALHO DE CORRENTE;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1121;423;457036;1080.4633569739963
TRT22;G1;30308;VARA DO TRABALHO DE PIRIPIRI;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;972;269;300816;1118.2750929368024
TRT22;G1;30309;VARA DO TRABALHO DE FLORIANO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1624;69;99993;1449.1739130434783
TRT22;G1;30310;VARA DO TRABALHO DE OEIRAS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1883;366;658257;1798.516393442621
TRT22;G1;30311;VARA DO TRABALHO DE BOM JESUS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1089;156;177753;1139.442307692308
TRT22;G1;30312;VARA DO TRABALHO DE VALENÇA DO PIAUÍ;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;459;25;17133;685.3200000000002
TRT22;G1;30313;VARA DO TRABALHO DE URUÇUÍ;Trabalho;PI;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;565;13;8565;658.8461538461538
TRT22;G1;80048;5ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;157;10;4880;487.99999999999994
TRT22;G1;80049;6ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1098;4;4418;1104.5
TRT22;G1;80050;POSTO AVANÇADO DE CORRENTE;Trabalho;PI;Cível;;Cível;Acervo Médio;Acervo Médio;326;3;2363;787.6666666666666
TRT22;G1;80051;POSTO AVANÇADO DE URUÇUÍ;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;132;4;679;169.75
TRT22;G2;30656;GABINETE DA DESEMBARGADORA LIANA FERRAZ DE CARVALHO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1805;33;53364;1617.090909090909
TRT22;G2;30657;GABINETE DA DESEMBARGADORA LIANA CHAIB;Trabalho;PI;Cível;;Cível;Acervo Grande;Acervo Grande;1866;37;68237;1844.2432432432433
TRT22;G2;30658;GABINETE DO DESEMBARGADOR ARNALDO BOSON PAES;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1806;32;51231;1600.9687500000002
TRT22;G2;30659;GABINETE DO DESEMBARGADOR MARCO AURELIO LUSTOSA CAMINHA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1134;50;54847;1096.9399999999996
TRT22;G2;30660;GABINETE DO DESEMBARGADOR FRANCISCO METON MARQUES DE LIMA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1756;44;65178;1481.3181818181818
TRT22;G2;30661;GABINETE DO DESEMBARGADOR GIORGI ALAN MACHADO ARAÚJO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1631;54;77430;1433.888888888889
TRT22;G2;30662;GABINETE DO DESEMBARGADOR MANOEL EDILSON CARDOSO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;154;20;22595;1129.7499999999998
TRT22;G2;30663;GABINETE DO DESEMBARGADOR WELLINGTON JIM BOAVISTA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1596;41;61827;1507.9756097560971
TRT22;G2;30676;SECRETARIA GERAL DA PRESIDÊNCIA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1673;100;139583;1395.83
TRT24;G1;20812;VARA DO TRABALHO DE AMAMBAI;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;444;154;105518;685.1818181818184
TRT24;G1;20813;VARA DO TRABALHO DE AQUIDAUANA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;460;28;17716;632.7142857142856
TRT24;G1;20814;VARA DO TRABALHO DE BATAGUASSU;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;195;258;74235;287.73255813953506
TRT24;G1;20815;1ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;339;47;20110;427.8723404255319
TRT24;G1;20816;1ª VARA DO TRABALHO DE CASSILANDIA/MS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;142;1;142;142
TRT24;G1;20816;VARA DO TRABALHO DE CASSILANDIA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;227;114;33175;291.0087719298244
TRT24;G1;20817;VARA DO TRABALHO DE CORUMBÁ;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;339;17;8423;495.47058823529414
TRT24;G1;20818;VARA DO TRABALHO DE COXIM;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;379;85;38458;452.44705882352946
TRT24;G1;20819;1ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;551;413;298679;723.1937046004841
TRT24;G1;20820;VARA DO TRABALHO DE FATIMA DO SUL;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;169;23;6427;279.4347826086956
TRT24;G1;20821;VARA DO TRABALHO DE JARDIM;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;144;12;4729;394.08333333333337
TRT24;G1;20822;VARA DO TRABALHO DE MUNDO NOVO;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;210;230;80863;351.5782608695653
TRT24;G1;20823;VARA DO TRABALHO DE NAVIRAÍ;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;674;15;10499;699.9333333333334
TRT24;G1;20824;VARA DO TRABALHO DE NOVA ANDRADINA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;253;27;11415;422.77777777777777
TRT24;G1;20825;VARA DO TRABALHO DE PARANAÍBA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;504;16;9500;593.7499999999998
TRT24;G1;20826;VARA DO TRABALHO DE PONTA PORÃ;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;986;561;668976;1192.4705882352935
TRT24;G1;20827;VARA DO TRABALHO DE RIO BRILHANTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;299;24;10327;430.29166666666663
TRT24;G1;20828;VARA DO TRABALHO DE SÃO GABRIEL DO OESTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;281;158;77864;492.8101265822789
TRT24;G1;20829;1ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;793;514;497753;968.391050583657
TRT24;G1;20830;2ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;411;74;40888;552.5405405405405
TRT24;G1;20831;2ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;370;533;285477;535.6041275797369
TRT24;G1;20832;2ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;507;399;295364;740.2606516290731
TRT24;G1;20833;3ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;674;82;68248;832.2926829268291
TRT24;G1;20834;4ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;543;56;34433;614.8749999999995
TRT24;G1;20835;5ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;403;49;23542;480.4489795918368
TRT24;G1;20836;6ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;321;45;20649;458.8666666666667
TRT24;G1;20837;7ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;384;53;28150;531.1320754716977
TRT24;G1;81809;VARA DO TRABALHO DE CASSILANDIA (PROCESSOS CHAPADAO DO SUL);Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;148;4;619;154.75
TRT24;G1;81810;VARA DO TRABALHO DE RIO BRILHANTE (PROCESSOS MARACAJU);Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;140;4;587;146.75
TRT24;G1;81812;VARA ITINERANTE DA JUSTICA DO TRABALHO EM SIDROLANDIA;Trabalho;MS;Cível;;Cível;Acervo Grande;Acervo Grande;133;1;133;133
TRT24;G1;81814;CEJUSC-JT 1  GRAU;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;117;1;117;117
TRT24;G2;20789;GAB. DES. AMAURY RODRIGUES PINTO JUNIOR;Trabalho;MS;Cível;;Mista;Acervo Grande;Acervo Grande;371;47;29929;636.7872340425528
TRT24;G2;20790;GAB. DES. ANDRÉ LUÍS MORAES DE OLIVEIRA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;604;50;25708;514.1599999999999
TRT24;G2;20791;GAB. DES. FRANCISCO DAS CHAGAS LIMA FILHO;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;141;6;1578;263
TRT24;G2;20792;GAB. DES. JOÃO DE DEUS GOMES DE SOUZA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;673;54;31969;592.0185185185185
TRT24;G2;20792;GAB. DESEMBARGADOR JOÃO DE DEUS GOMES DE SOUZA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;162;1;162;162
TRT24;G2;20793;GAB. DES. MARCIO VASQUES THIBAU DE ALMEIDA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;218;32;11006;343.9375000000001
TRT24;G2;20794;GAB. DES. NERY SÁ E SILVA DE AZAMBUJA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;462;80;51776;647.1999999999997
TRT24;G2;20795;GAB. DES. NICANOR DE ARAÚJO LIMA;Trabalho;MS;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;224;21;6839;325.66666666666663
TRT24;G2;20796;GAB. DESEMBARGADOR RICARDO GERALDO MONTEIRO ZANDONA;Trabalho;MS;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;122;1;122;122
TRT24;G2;20797;GABINETE DA PRESIDÊNCIA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;636;17;10090;593.5294117647059
TRT24;G2;20838;TRIBUNAL PLENO;Trabalho;MS;Cível;;Cível;Acervo Médio;Acervo Médio;765;98;82488;841.7142857142857
TRT24;G2;20839;1ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;155;37;16326;441.24324324324334
TRT24;G2;20840;2ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;160;23;12670;550.869565217391
TRT24;G2;81803;GAB. JUIZ CONVOCADO LEONARDO ELY;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;248;40;20531;513.2750000000001
TRT24;G2;81815;CEJUSC-JT 2  GRAU;Trabalho;MS;Cível;;Cível;Acervo Médio;Acervo Médio;120;1;120;120
TRT3;G1;19127;Posto Avançado de Aimorés;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2300;10;22998;2299.8
TRT3;G1;19135;Vara do Trabalho de Almenara;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2204;8;18003;2250.375
TRT3;G1;19136;Vara do Trabalho de Araçuaí;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1820;2;3657;1828.5
TRT3;G1;19137;Vara do Trabalho de Araxa;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2221;17;35158;2068.1176470588234
TRT3;G1;19138;Vara do Trabalho de Bom Despacho;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2031;10;19243;1924.2999999999997
TRT3;G1;19139;Vara do Trabalho de Caratinga;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2103;5;10494;2098.8
TRT3;G1;19140;Vara do Trabalho de Cataguases;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2331;16;37207;2325.4374999999995
TRT3;G1;19141;Vara do Trabalho de Caxambu;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2188;17;32742;1926
TRT3;G1;19142;Vara do Trabalho de Congonhas;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2314;16;36364;2272.7500000000005
TRT3;G1;19143;Vara do Trabalho de Conselheiro Lafaiete;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1904;21;39299;1871.3809523809518
TRT3;G1;19144;Vara do Trabalho de Curvelo;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1907;22;37444;1701.9999999999998
TRT3;G1;19145;Vara do Trabalho de Diamantina;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1756;3;4086;1362
TRT3;G1;19146;Vara do Trabalho de Frutal;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2101;13;25133;1933.307692307692
TRT3;G1;19147;Vara do Trabalho de Guanhães;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2262;11;24756;2250.5454545454545
TRT3;G1;19148;Vara do Trabalho de Guaxupe;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1890;18;34541;1918.9444444444441
TRT3;G1;19149;Vara do Trabalho de Itajubá;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1271;50;61175;1223.4999999999998
TRT3;G1;19150;Vara do Trabalho de Itaúna;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;792;24;26052;1085.4999999999995
TRT3;G1;19151;Vara do Trabalho de Iturama;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2080;25;51761;2070.44
TRT3;G1;19152;Vara do Trabalho de Januária;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2095;6;12824;2137.3333333333335
TRT3;G1;19153;Vara do Trabalho de Lavras;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2088;7;11376;1625.1428571428569
TRT3;G1;19154;Vara do Trabalho de Manhuaçu;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1753;6;7912;1318.6666666666667
TRT3;G1;19155;Vara do Trabalho de Monte Azul;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1892;8;13627;1703.375
TRT3;G1;19156;Vara do Trabalho de Muriaé;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2063;12;23513;1959.4166666666663
TRT3;G1;19157;Vara do Trabalho de Nanuque;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2186;9;17576;1952.888888888889
TRT3;G1;19158;Vara do Trabalho de Ouro Preto;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2192;21;45160;2150.476190476191
TRT3;G1;19159;Vara do Trabalho de Pará de Minas;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2103;75;153949;2052.653333333333
TRT3;G1;19160;Vara do Trabalho de Paracatu;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1920;6;11537;1922.8333333333335
TRT3;G1;19161;Vara do Trabalho de Patos de Minas;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1989;9;19168;2129.777777777778
TRT3;G1;19162;Vara do Trabalho de Patrocínio;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2132;8;14006;1750.7500000000002
TRT3;G1;19163;Vara do Trabalho de Pirapora;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1897;8;14792;1849
TRT3;G1;19164;Vara do Trabalho de Ponte Nova;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2092;13;25509;1962.2307692307693
TRT3;G1;19165;Vara do Trabalho de Ribeirão das Neves;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1766;6;8661;1443.5
TRT3;G1;19166;Vara do Trabalho de Sabará;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2163;14;28847;2060.5
TRT3;G1;19167;Vara do Trabalho de Santa Luzia;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1949;9;16267;1807.4444444444443
TRT3;G1;19168;Vara do Trabalho de Santa Rita do Sapucaí;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1788;21;36097;1718.9047619047617
TRT3;G1;19169;Vara do Trabalho de São João Del Rei;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2383;9;21260;2362.222222222222
TRT3;G1;19170;Vara do Trabalho de São Sebastião do Paraíso;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2260;52;106390;2045.9615384615383
TRT3;G1;19171;Vara do Trabalho de Teófilo Otoni;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1999;13;22497;1730.5384615384617
TRT3;G1;19172;Vara do Trabalho de Três Corações;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2107;17;31118;1830.470588235294
TRT3;G1;19173;Vara do Trabalho de Ubá;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1861;10;19983;1998.3
TRT3;G1;19174;Vara do Trabalho de Unaí;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1907;10;20454;2045.4
TRT3;G1;19175;Vara do Trabalho de Viçosa;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2274;6;11567;1927.8333333333335
TRT3;G1;19176;1ª Vara do Trabalho de Alfenas;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2350;25;48370;1934.8000000000002
TRT3;G1;19178;1ª Vara do Trabalho de Barbacena;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2233;7;14169;2024.1428571428573
TRT3;G1;19180;1ª Vara do Trabalho de Betim;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1637;11;14622;1329.2727272727275
TRT3;G1;19181;1ª Vara do Trabalho de Contagem;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;186;17;9199;541.1176470588235
TRT3;G1;19182;1ª Vara do Trabalho de Coronel Fabriciano;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2209;2;4523;2261.5
TRT3;G1;19183;1ª Vara do Trabalho de Divinópolis;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1935;28;47748;1705.2857142857144
TRT3;G1;19184;1ª Vara do Trabalho de Formiga;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2411;42;96963;2308.642857142856
TRT3;G1;19185;1ª Vara do Trabalho de Governador Valadares;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2300;18;36821;2045.611111111111
TRT3;G1;19186;1ª Vara do Trabalho de Itabira;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2371;16;36945;2309.0625
TRT3;G1;19187;1ª Vara do Trabalho de Ituiutaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2209;25;53571;2142.84
TRT3;G1;19188;1ª Vara do Trabalho de João Monlevade;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2290;15;34135;2275.6666666666665
TRT3;G1;19189;1ª Vara do Trabalho de Juiz de Fora;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1915;16;31426;1964.125
TRT3;G1;19190;1ª Vara do Trabalho de Montes Claros;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;140;8;6894;861.7500000000001
TRT3;G1;19191;1ª Vara do Trabalho de Nova Lima;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1887;29;47016;1621.2413793103449
TRT3;G1;19192;1ª Vara do Trabalho de Passos;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1995;4;7984;1996
TRT3;G1;19193;1ª Vara do Trabalho de Pedro Leopoldo;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;590;11;13010;1182.7272727272725
TRT3;G1;19194;1ª Vara do Trabalho de Poços de Caldas;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1441;10;13588;1358.8
TRT3;G1;19195;1ª Vara do Trabalho de Pouso Alegre;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1757;3;3735;1245
TRT3;G1;19196;1ª Vara do trabalho de Sete Lagoas;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2212;12;21306;1775.5
TRT3;G1;19197;1ª Vara do trabalho de Uberaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2083;69;122490;1775.2173913043478
TRT3;G1;19198;1ª Vara do Trabalho de Uberlândia;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;124;4;2190;547.5
TRT3;G1;19199;1ª Vara do Trabalho de Varginha;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1893;25;46774;1870.9599999999998
TRT3;G1;19200;10ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2341;1;2341;2341
TRT3;G1;19201;11ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;130;1;130;130
TRT3;G1;19202;12ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1890;2;4403;2201.5
TRT3;G1;19203;13ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;131;1;131;131
TRT3;G1;19205;15ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;132;1;132;132
TRT3;G1;19206;16ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;130;2;279;139.5
TRT3;G1;19207;17ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;127;3;385;128.33333333333331
TRT3;G1;19208;18ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1989;6;10112;1685.3333333333335
TRT3;G1;19209;19ª VARA DO TRABALHO DE BELO HORIZONTE;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2554;1;2554;2554
TRT3;G1;19210;2ª Vara do Trabalho de Alfenas;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;1659;1;1659;1659
TRT3;G1;19211;2ª Vara do Trabalho de Araguari;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;147;2;700;350
TRT3;G1;19212;2ª Vara do Trabalho de Barbacena;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2189;8;13723;1715.375
TRT3;G1;19214;2ª Vara do Trabalho de Betim;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2096;5;9016;1803.2000000000003
