codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;Pop_est_2009;PIB_percapita;Classificacao_PIB_per_capita;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TRT4;G1;46948;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;536;105;79865;760.619047619048
TRT4;G1;46949;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;775;82;86822;1058.804878048781
TRT4;G1;46950;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;589;113;97258;860.6902654867265
TRT4;G1;46951;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1692;110;143802;1307.2909090909093
TRT4;G1;46952;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;682;107;105509;986.0654205607481
TRT4;G1;46953;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1718;61;78980;1294.7540983606548
TRT4;G1;46954;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1929;78;120459;1544.3461538461538
TRT4;G1;46955;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1451;55;73402;1334.581818181818
TRT4;G1;46956;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1097;70;85504;1221.4857142857147
TRT4;G1;46957;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1804;69;94121;1364.0724637681158
TRT4;G1;46958;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;714;92;94538;1027.5869565217392
TRT4;G1;46959;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1855;100;142949;1429.4900000000011
TRT4;G1;46960;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;425;191;138098;723.0261780104714
TRT4;G1;46961;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;875;83;99332;1196.771084337349
TRT4;G1;46962;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1667;339;496292;1463.9882005899726
TRT4;G1;46963;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1975;119;196760;1653.4453781512602
TRT4;G1;46964;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1014;77;91932;1193.9220779220777
TRT4;G1;46965;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1030;106;129506;1221.7547169811323
TRT4;G1;46966;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1011;101;128688;1274.1386138613864
TRT4;G1;46967;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1481;59;79037;1339.6101694915255
TRT4;G1;46968;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;991;72;88571;1230.1527777777774
TRT4;G1;46969;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;933;75;92046;1227.2799999999997
TRT4;G1;46970;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1308;80;103803;1297.5375000000008
TRT4;G1;46971;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1697;63;92728;1471.8730158730152
TRT4;G1;46972;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1914;83;127425;1535.2409638554211
TRT4;G1;46973;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1347;113;156574;1385.610619469027
TRT4;G1;46974;Trabalho;ª Porto Alegre;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1817;118;176271;1493.8220338983047
TRT4;G1;46975;Trabalho;ª RIO GRANDE;RS;Grande_Porte;196337;31990.18945312;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1931;49;77017;1571.7755102040821
TRT4;G1;46976;Trabalho;ª RIO GRANDE;RS;Grande_Porte;196337;31990.18945312;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;696;22;25028;1137.636363636364
TRT4;G1;46977;Trabalho;ª RIO GRANDE;RS;Grande_Porte;196337;31990.18945312;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;476;28;21287;760.2499999999999
TRT4;G1;46978;Trabalho;ª RIO GRANDE;RS;Grande_Porte;196337;31990.18945312;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;417;22;16761;761.8636363636363
TRT4;G1;46979;Trabalho;VT Rosario do Sul;RS;Medio_Porte;41746;12822.24023438;Municipio com médio PIB per capita;;Trabalho;Acervo Médio;1464;23;31157;1354.6521739130433
TRT4;G1;46980;Trabalho;ª Santa Cruz do Sul;RS;Grande_Porte;122451;35760.890625;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1252;28;33817;1207.75
TRT4;G1;46981;Trabalho;ª Santa Cruz do Sul;RS;Grande_Porte;122451;35760.890625;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1854;41;66295;1616.9512195121956
TRT4;G1;46982;Trabalho;ª Santa Cruz do Sul;RS;Grande_Porte;122451;35760.890625;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1816;25;41217;1648.68
TRT4;G1;46983;Trabalho;ª Santa Maria;RS;Grande_Porte;268969;12854.95996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1783;73;108017;1479.6849315068487
TRT4;G1;46984;Trabalho;ª Santa Maria;RS;Grande_Porte;268969;12854.95996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;978;60;76095;1268.2499999999993
TRT4;G1;46986;Trabalho;ª SANTA ROSA;RS;Medio_Porte;66059;19758.08984375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1636;72;105016;1458.555555555556
TRT4;G1;46987;Trabalho;ª SANTA ROSA;RS;Medio_Porte;66059;19758.08984375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;686;24;20643;860.125
TRT4;G1;46989;Trabalho;VT Santiago;RS;Medio_Porte;51160;9712.08984375;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;2261;53;98552;1859.471698113207
TRT4;G1;46990;Trabalho;VT Santo Ângelo;RS;Medio_Porte;75445;14562.29980469;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;746;77;65226;847.0909090909088
TRT4;G1;46991;Trabalho;Posto de Itaqui;RS;Medio_Porte;36560;21318.5;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;1974;5;9338;1867.6
TRT4;G1;46992;Trabalho;VT Sao Borja;RS;Medio_Porte;63035;18377.69921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;1629;26;35885;1380.1923076923076
TRT4;G1;46993;Trabalho;VT Sao Gabriel;RS;Medio_Porte;59337;13451.9296875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;699;23;25061;1089.6086956521733
TRT4;G1;46994;Trabalho;VT SÃO JERÔNIMO;RS;Pequeno_Porte;21289;13211.53027344;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1638;53;78608;1483.1698113207547
TRT4;G1;46995;Trabalho;ª Sao Leopoldo;RS;Grande_Porte;211663;15600.99023438;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1609;97;118937;1226.154639175258
TRT4;G1;46996;Trabalho;ª Sao Leopoldo;RS;Grande_Porte;211663;15600.99023438;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;806;41;49072;1196.878048780488
TRT4;G1;46997;Trabalho;ª Sao Leopoldo;RS;Grande_Porte;211663;15600.99023438;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;720;35;39058;1115.9428571428573
TRT4;G1;46998;Trabalho;ª Sao Leopoldo;RS;Grande_Porte;211663;15600.99023438;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1008;24;24071;1002.9583333333331
TRT4;G1;46999;Trabalho;Posto de São Sebastião do Caí;RS;Pequeno_Porte;21272;16666.91992188;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1042;18;22485;1249.1666666666665
TRT4;G1;47000;Trabalho;ª Sapiranga;RS;Medio_Porte;78045;14110.05957031;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;889;29;35634;1228.7586206896556
TRT4;G1;47001;Trabalho;ª Sapiranga;RS;Medio_Porte;78045;14110.05957031;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1863;43;64829;1507.6511627906973
TRT4;G1;47002;Trabalho;ª Sapiranga;RS;Medio_Porte;78045;14110.05957031;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;729;37;38794;1048.4864864864867
TRT4;G1;47003;Trabalho;ª Sapucaia do Sul;RS;Grande_Porte;126316;13989.98046875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;622;28;25890;924.6428571428571
TRT4;G1;47004;Trabalho;ª Sapucaia do Sul;RS;Grande_Porte;126316;13989.98046875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1742;20;30638;1531.9
TRT4;G1;47005;Trabalho;VT Soledade;RS;Medio_Porte;31028;10512.53027344;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1214;53;69425;1309.9056603773583
TRT4;G1;47006;Trabalho;ª Taquara;RS;Medio_Porte;55473;10156.16015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;830;29;32740;1128.9655172413786
TRT4;G1;47007;Trabalho;ª Taquara;RS;Medio_Porte;55473;10156.16015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;944;31;35822;1155.5483870967737
TRT4;G1;47008;Trabalho;ª Taquara;RS;Medio_Porte;55473;10156.16015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1848;35;51790;1479.7142857142862
TRT4;G1;47009;Trabalho;ª Taquara;RS;Medio_Porte;55473;10156.16015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1392;6;8573;1428.8333333333335
TRT4;G1;47010;Trabalho;Posto de Capão da Canoa;RS;Medio_Porte;40861;11362.25;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1520;33;48103;1457.6666666666672
TRT4;G1;47011;Trabalho;VT TORRES;RS;Medio_Porte;33944;11458.01953125;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;2136;7;13598;1942.5714285714284
TRT4;G1;47012;Trabalho;VT Três Passos;RS;Pequeno_Porte;23911;14651.41015625;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;915;31;28766;927.9354838709678
TRT4;G1;47013;Trabalho;POSTO DE TAQUARI;RS;Medio_Porte;26626;14134.55957031;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;1680;8;13133;1641.6250000000002
TRT4;G1;47014;Trabalho;VT TRIUNFO;RS;Medio_Porte;25374;211964.796875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;555;79;70481;892.1645569620254
TRT4;G1;47015;Trabalho;ª Uruguaiana;RS;Grande_Porte;127045;18016.5703125;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1856;43;66621;1549.325581395349
TRT4;G1;47016;Trabalho;ª Uruguaiana;RS;Grande_Porte;127045;18016.5703125;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1837;60;100640;1677.3333333333328
TRT4;G1;47017;Trabalho;VT Vacaria;RS;Medio_Porte;62831;14739.24023438;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1614;33;47542;1440.6666666666667
TRT4;G1;47018;Trabalho;VT Viamao;RS;Grande_Porte;260740;7049.95019531;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1764;38;53859;1417.3421052631581
TRT4;G1;79479;Trabalho;CEJUSC/1º Grau;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1019;1;1019;1019
TRT4;G2;47019;Trabalho;GABINETE ALEXANDRE CORRÊA DA CRUZ;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;126;6;1030;171.66666666666669
TRT4;G2;47020;Trabalho;GABINETE ANA LUIZA HEINECK KRUSE;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;142;5;1651;330.20000000000005
TRT4;G2;47021;Trabalho;GABINETE ANA ROSA PEREIRA ZAGO SAGRILO;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;801;8;6268;783.5
TRT4;G2;47022;Trabalho;GABINETE ANDRÉ REVERBEL FERNANDES;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;120;2;262;131
TRT4;G2;47023;Trabalho;GABINETE BEATRIZ RENCK;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;241;5;3567;713.4
TRT4;G2;47025;Trabalho;GABINETE BRÍGIDA JOAQUINA CHARÃO BARCELOS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;119;3;377;125.66666666666666
TRT4;G2;47029;Trabalho;GABINETE CLÓVIS FERNANDO SCHUCH SANTOS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;127;1;127;127
TRT4;G2;47030;Trabalho;GABINETE DENISE PACHECO;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;125;3;384;128
TRT4;G2;47032;Trabalho;GABINETE FERNANDO LUIZ DE MOURA CASSAL;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;134;5;1310;262
TRT4;G2;47037;Trabalho;GABINETE GILBERTO SOUZA DOS SANTOS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;124;2;258;129
TRT4;G2;47041;Trabalho;GABINETE JOÃO BATISTA DE MATOS DANDA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;1030;23;20260;880.8695652173914
TRT4;G2;47043;Trabalho;GABINETE JOÃO PAULO LUCENA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;139;3;426;142
TRT4;G2;47044;Trabalho;GABINETE JOÃO PEDRO SILVESTRIN;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;121;1;121;121
TRT4;G2;47046;Trabalho;GABINETE JOSÉ FELIPE LEDUR;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;141;19;10116;532.421052631579
TRT4;G2;47049;Trabalho;GABINETE LAÍS HELENA JAEGER NICOTTI;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;126;3;395;131.66666666666666
TRT4;G2;47052;Trabalho;GABINETE LUCIA EHRENBRINK;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;149;27;13612;504.1481481481482
TRT4;G2;47054;Trabalho;GABINETE LUIZ ALBERTO DE VARGAS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;120;4;2699;674.75
TRT4;G2;47055;Trabalho;GABINETE MANUEL CID JARDÓN;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;120;1;120;120
TRT4;G2;47056;Trabalho;GABINETE MARÇAL HENRI DOS SANTOS FIGUEIREDO;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;118;5;616;123.20000000000002
TRT4;G2;47057;Trabalho;GABINETE MARCELO GONÇALVES DE OLIVEIRA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1064;13;13836;1064.3076923076922
TRT4;G2;47061;Trabalho;GABINETE MARIA DA GRAÇA RIBEIRO CENTENO;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;682;14;9610;686.4285714285714
TRT4;G2;47064;Trabalho;GABINETE MARIA MADALENA TELESCA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;119;2;1077;538.5
TRT4;G2;47066;Trabalho;GABINETE REJANE SOUZA PEDRA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;147;2;295;147.5
TRT4;G2;47067;Trabalho;GABINETE RICARDO CARVALHO FRAGA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;127;3;394;131.33333333333331
TRT4;G2;47071;Trabalho;GABINETE ROSANE SERAFINI CASA NOVA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;135;1;135;135
TRT4;G2;47072;Trabalho;GABINETE TÂNIA REGINA SILVA RECKZIEGEL;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;139;5;689;137.8
TRT4;G2;47074;Trabalho;GABINETE VANIA MARIA CUNHA MATTOS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;124;8;1022;127.74999999999999
TRT4;G2;47075;Trabalho;GABINETE WILSON CARVALHO DIAS;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;146;4;2218;554.4999999999999
TRT4;G2;47176;Trabalho;Gabinete da Vice Presidência;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;154;6;4108;684.6666666666667
TRT4;G2;70797;Trabalho;GABINETE FABIANO HOLZ BESERRA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;124;3;377;125.66666666666666
TRT4;G2;74379;Trabalho;GABINETE ANGELA ROSI ALMEIDA CHAPPER;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;136;1;136;136
TRT4;G2;79434;Trabalho;Gabinete Roger Ballejo Villarinho;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;141;3;2063;687.6666666666666
TRT4;G2;79478;Trabalho;Gabinete Simone Maria Nunes;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;119;6;757;126.16666666666667
TRT4;G2;81282;Trabalho;GABINETE MARIA SILVANA ROTTA TEDESCO;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Médio;146;5;723;144.60000000000002
TRT4;G2;81283;Trabalho;GABINETE ROSIUL DE FREITAS AZAMBUJA;RS;Grande_Porte;1436123;26312.44921875;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;124;3;371;123.66666666666666
TRT5;G1;19958;Trabalho;Alagoinhas  - 02a Vara;BA;Grande_Porte;137810;9420.33984375;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;461;8;3551;443.875
TRT5;G1;19960;Trabalho;Bom Jesus da Lapa  - 01a Vara;BA;Medio_Porte;66192;5309;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1793;4;7425;1856.2499999999998
TRT5;G1;19961;Trabalho;Brumado  - 01a Vara;BA;Medio_Porte;64642;7440.85009766;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;2199;2;4404;2202
TRT5;G1;19962;Trabalho;Camaçari  - 01a Vara;BA;Grande_Porte;234558;51837.55859375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;115;2;237;118.5
TRT5;G1;19963;Trabalho;Camaçari  - 02a Vara;BA;Grande_Porte;234558;51837.55859375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;830;6;5153;858.8333333333333
TRT5;G1;19964;Trabalho;Camaçari  - 03a Vara;BA;Grande_Porte;234558;51837.55859375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;487;4;3513;878.25
TRT5;G1;19965;Trabalho;Camaçari  - 04a Vara;BA;Grande_Porte;234558;51837.55859375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;515;4;2343;585.75
TRT5;G1;19966;Trabalho;Candeias  - 01a Vara;BA;Medio_Porte;81699;39471.859375;Municipio com alto PIB per capita;;Trabalho;Acervo Grande;1991;1;1991;1991
TRT5;G1;19969;Trabalho;Cruz das Almas  - 01a Vara;BA;Medio_Porte;57098;6782.56982422;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;130;8;1014;126.75
TRT5;G1;19971;Trabalho;Eunápolis  - 01a Vara;BA;Grande_Porte;99553;12344.79980469;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;125;1;125;125
TRT5;G1;19973;Trabalho;Feira de Santana  - 02a Vara;BA;Grande_Porte;591707;10745.41015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;319;1;319;319
TRT5;G1;19974;Trabalho;Feira de Santana  - 03a Vara;BA;Grande_Porte;591707;10745.41015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1127;3;2960;986.6666666666666
TRT5;G1;19975;Trabalho;Feira de Santana  - 04a Vara;BA;Grande_Porte;591707;10745.41015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;834;4;3238;809.5
TRT5;G1;19976;Trabalho;Feira de Santana  - 05a Vara;BA;Grande_Porte;591707;10745.41015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;406;6;3507;584.5
TRT5;G1;19977;Trabalho;Feira de Santana  - 06a Vara;BA;Grande_Porte;591707;10745.41015625;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;896;3;2535;844.9999999999999
TRT5;G1;19979;Trabalho;Ilhéus  - 01a Vara;BA;Grande_Porte;219266;8782.20996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1118;1;1118;1118
TRT5;G1;19980;Trabalho;Ilhéus  - 02a Vara;BA;Grande_Porte;219266;8782.20996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;401;3;2537;845.6666666666666
TRT5;G1;19981;Trabalho;Ilhéus  - 03a Vara;BA;Grande_Porte;219266;8782.20996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;615;5;4361;872.2
TRT5;G1;19982;Trabalho;Ipiaú  - 01a Vara;BA;Medio_Porte;43723;6216.27978516;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1469;1;1469;1469
TRT5;G1;19984;Trabalho;Itaberaba  - 01a Vara;BA;Medio_Porte;61490;5506.68994141;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;826;9;7715;857.2222222222222
TRT5;G1;19985;Trabalho;Itabuna  - 01a Vara;BA;Grande_Porte;213656;10674.79003906;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1253;1;1253;1253
TRT5;G1;19986;Trabalho;Itabuna  - 02a Vara;BA;Grande_Porte;213656;10674.79003906;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;2306;1;2306;2306
TRT5;G1;19987;Trabalho;Itabuna  - 03a Vara;BA;Grande_Porte;213656;10674.79003906;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1029;1;1029;1029
TRT5;G1;19988;Trabalho;Itabuna  - 04a Vara;BA;Grande_Porte;213656;10674.79003906;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;2306;1;2306;2306
TRT5;G1;19989;Trabalho;Itamaraju  - 01a Vara;BA;Medio_Porte;67803;7506.35986328;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1459;14;21096;1506.857142857143
TRT5;G1;19990;Trabalho;Itapetinga  - 01a Vara;BA;Medio_Porte;66665;9873.12988281;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;483;2;2204;1102
TRT5;G1;19991;Trabalho;Jacobina  - 01a Vara;BA;Medio_Porte;79013;6622.22998047;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;130;36;17741;492.80555555555566
TRT5;G1;19992;Trabalho;Jequié  - 01a Vara;BA;Grande_Porte;150541;10312.48046875;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;413;1;413;413
TRT5;G1;19993;Trabalho;Juazeiro  - 01a Vara;BA;Grande_Porte;243896;7158.70996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;245;6;3361;560.1666666666666
TRT5;G1;19994;Trabalho;Juazeiro  - 02a Vara;BA;Grande_Porte;243896;7158.70996094;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;454;4;3363;840.75
TRT5;G1;19996;Trabalho;Porto Seguro  - 01a Vara;BA;Grande_Porte;122896;6552.18017578;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;1218;1;1218;1218
TRT5;G1;19997;Trabalho;Salvador  - 01a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;624;7;5772;824.5714285714286
TRT5;G1;19998;Trabalho;Salvador  - 02a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;331;4;1905;476.25
TRT5;G1;19999;Trabalho;Salvador  - 03a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;427;6;2958;493
TRT5;G1;20000;Trabalho;Salvador  - 04a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;740;3;1854;618
TRT5;G1;20001;Trabalho;Salvador  - 05a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;736;1;736;736
TRT5;G1;20002;Trabalho;Salvador  - 06a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;192;2;497;248.5
TRT5;G1;20003;Trabalho;Salvador  - 07a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;226;2;948;474
TRT5;G1;20004;Trabalho;Salvador  - 08a Vara;BA;Grande_Porte;2998056;10948.5;Municipio com médio PIB per capita;;Trabalho;Acervo Grande;116;2;716;358
