codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TRT20;G1;18581;Vara do Trabalho de Propriá;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1819;37
TRT20;G2;18568;Gab. Des. Rita Oliveira;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;973;38
TRT20;G2;18570;Gab. Des. Jorge Cardoso;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;416;26
TRT20;G2;18571;Gab. Des. João Aurino;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;486;35
TRT20;G2;18579;Gab. Des. Fabio Túlio;Trabalho;SE;Cível;;Cível;Acervo Inadministrável;Acervo Grande;540;24
TRT21;G1;22274;1A.VARA DO TRABALHO DE NATAL;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1630;92
TRT21;G1;22274;1ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1112;88
TRT21;G1;22275;2ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;925;58
TRT21;G1;22276;3ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1159;48
TRT21;G1;22277;4ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;878;41
TRT21;G1;22278;5ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;723;64
TRT21;G1;22279;6ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;957;59
TRT21;G1;22280;7ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;996;37
TRT21;G1;22281;8ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1281;36
TRT21;G1;22282;9ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;278;31
TRT21;G1;22283;10ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1049;67
TRT21;G1;22284;11ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;779;40
TRT21;G1;22285;1ª VARA DO TRABALHO DE MOSSORÓ/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1814;118
TRT21;G1;22285;1ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1359;135
TRT21;G1;22286;2A.VARA DO TRABALHO DE MOSSORO/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1992;274
TRT21;G1;22286;2ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2187;153
TRT21;G1;22287;3ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1434;48
TRT21;G1;22287;4A.VARA DO TRABALHO DE MOSSORO/RN;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1947;305
TRT21;G1;22288;4ª Vara do Trabalho de Mossoró;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;756;55
TRT21;G1;22289;1ª VARA DO TRABALHO DE MACAU;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;2004;294
TRT21;G1;22291;VARA DE ASSU;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2126;46
TRT21;G1;22291;Vara do Trabalho de Assu;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1181;23
TRT21;G1;22292;VARA DO TRABALHO DE CAICÓ DR. MANOEL MEDEIROS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1411;61
TRT21;G1;22293;VARA DO TRABALHO DE CEARÁ-MIRIM;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1803;120
TRT21;G1;22295;ÚNICA VARA DO TRABALHO DE GOIANINHA;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1673;62
TRT21;G1;76598;12ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1021;23
TRT21;G1;76599;13ª Vara do Trabalho de Natal;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1321;50
TRT21;G2;22299;GABINETE DO DESEMBARGADOR ERIDSON MEDEIROS;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1543;26
TRT21;G2;22300;Gabinete da Desembargadora Joseane Dantas dos Santos;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;791;27
TRT21;G2;22301;Gabinete do Desembargador José Barbosa Filho;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;839;28
TRT21;G2;22302;Gabinete do Desembargador José Rêgo Júnior;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;420;34
TRT21;G2;22304;Gabinete da Desembargadora Maria do Perpétuo Socorro Wanderley de Castro;Trabalho;RN;Cível;;Cível;Acervo Grande;Acervo Grande;1160;24
TRT21;G2;22305;Gabinete do Desembargador Ricardo Luís Espíndola Borges;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;820;36
TRT21;G2;22306;Gabinete do Desembargador Ronaldo Medeiros de Souza;Trabalho;RN;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1061;51
TRT22;G1;30300;1ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1654;1044
TRT22;G1;30301;2ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;873;544
TRT22;G1;30302;3ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1079;408
TRT22;G1;30303;4ª VARA DO TRABALHO DE TERESINA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1664;572
TRT22;G1;30304;VARA DO TRABALHO DE PARNAÍBA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1833;257
TRT22;G1;30305;VARA DO TRABALHO DE SÃO RAIMUNDO NONATO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1451;67
TRT22;G1;30306;VARA DO TRABALHO DE PICOS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;292;330
TRT22;G1;30307;VARA DO TRABALHO DE CORRENTE;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1121;423
TRT22;G1;30308;VARA DO TRABALHO DE PIRIPIRI;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;972;269
TRT22;G1;30309;VARA DO TRABALHO DE FLORIANO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1624;69
TRT22;G1;30310;VARA DO TRABALHO DE OEIRAS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1883;366
TRT22;G1;30311;VARA DO TRABALHO DE BOM JESUS;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1089;156
TRT22;G1;30312;VARA DO TRABALHO DE VALENÇA DO PIAUÍ;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;459;25
TRT22;G2;30656;GABINETE DA DESEMBARGADORA LIANA FERRAZ DE CARVALHO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1805;33
TRT22;G2;30657;GABINETE DA DESEMBARGADORA LIANA CHAIB;Trabalho;PI;Cível;;Cível;Acervo Grande;Acervo Grande;1866;37
TRT22;G2;30658;GABINETE DO DESEMBARGADOR ARNALDO BOSON PAES;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1806;32
TRT22;G2;30659;GABINETE DO DESEMBARGADOR MARCO AURELIO LUSTOSA CAMINHA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1134;50
TRT22;G2;30660;GABINETE DO DESEMBARGADOR FRANCISCO METON MARQUES DE LIMA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1756;44
TRT22;G2;30661;GABINETE DO DESEMBARGADOR GIORGI ALAN MACHADO ARAÚJO;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1631;54
TRT22;G2;30663;GABINETE DO DESEMBARGADOR WELLINGTON JIM BOAVISTA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1596;41
TRT22;G2;30676;SECRETARIA GERAL DA PRESIDÊNCIA;Trabalho;PI;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1673;100
TRT24;G1;20812;VARA DO TRABALHO DE AMAMBAI;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;444;154
TRT24;G1;20813;VARA DO TRABALHO DE AQUIDAUANA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;460;28
TRT24;G1;20814;VARA DO TRABALHO DE BATAGUASSU;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;195;258
TRT24;G1;20815;1ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;339;47
TRT24;G1;20816;VARA DO TRABALHO DE CASSILANDIA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;227;114
TRT24;G1;20818;VARA DO TRABALHO DE COXIM;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;379;85
TRT24;G1;20819;1ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;551;413
TRT24;G1;20820;VARA DO TRABALHO DE FATIMA DO SUL;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;169;23
TRT24;G1;20822;VARA DO TRABALHO DE MUNDO NOVO;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;210;230
TRT24;G1;20824;VARA DO TRABALHO DE NOVA ANDRADINA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;253;27
TRT24;G1;20826;VARA DO TRABALHO DE PONTA PORÃ;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;986;561
TRT24;G1;20827;VARA DO TRABALHO DE RIO BRILHANTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;299;24
TRT24;G1;20828;VARA DO TRABALHO DE SÃO GABRIEL DO OESTE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;281;158
TRT24;G1;20829;1ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;793;514
TRT24;G1;20830;2ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;411;74
TRT24;G1;20831;2ª VARA DO TRABALHO DE DOURADOS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;370;533
TRT24;G1;20832;2ª VARA DO TRABALHO DE TRÊS LAGOAS;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;507;399
TRT24;G1;20833;3ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;674;82
TRT24;G1;20834;4ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;543;56
TRT24;G1;20835;5ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;403;49
TRT24;G1;20836;6ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;321;45
TRT24;G1;20837;7ª VARA DO TRABALHO DE CAMPO GRANDE;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;384;53
TRT24;G2;20789;GAB. DES. AMAURY RODRIGUES PINTO JUNIOR;Trabalho;MS;Cível;;Mista;Acervo Grande;Acervo Grande;371;47
TRT24;G2;20790;GAB. DES. ANDRÉ LUÍS MORAES DE OLIVEIRA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;604;50
TRT24;G2;20792;GAB. DES. JOÃO DE DEUS GOMES DE SOUZA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;673;54
TRT24;G2;20793;GAB. DES. MARCIO VASQUES THIBAU DE ALMEIDA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;218;32
TRT24;G2;20794;GAB. DES. NERY SÁ E SILVA DE AZAMBUJA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;462;80
TRT24;G2;20795;GAB. DES. NICANOR DE ARAÚJO LIMA;Trabalho;MS;Cível;;Cível;Acervo Pequeno;Acervo Pequeno;224;21
TRT24;G2;20838;TRIBUNAL PLENO;Trabalho;MS;Cível;;Cível;Acervo Médio;Acervo Médio;765;98
TRT24;G2;20839;1ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;155;37
TRT24;G2;20840;2ª TURMA;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;160;23
TRT24;G2;81803;GAB. JUIZ CONVOCADO LEONARDO ELY;Trabalho;MS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;248;40
TRT3;G1;19143;Vara do Trabalho de Conselheiro Lafaiete;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1904;21
TRT3;G1;19144;Vara do Trabalho de Curvelo;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1907;22
TRT3;G1;19149;Vara do Trabalho de Itajubá;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1271;50
TRT3;G1;19150;Vara do Trabalho de Itaúna;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;792;24
TRT3;G1;19151;Vara do Trabalho de Iturama;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2080;25
TRT3;G1;19158;Vara do Trabalho de Ouro Preto;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2192;21
TRT3;G1;19159;Vara do Trabalho de Pará de Minas;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2103;75
TRT3;G1;19168;Vara do Trabalho de Santa Rita do Sapucaí;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1788;21
TRT3;G1;19170;Vara do Trabalho de São Sebastião do Paraíso;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2260;52
TRT3;G1;19176;1ª Vara do Trabalho de Alfenas;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;2350;25
TRT3;G1;19183;1ª Vara do Trabalho de Divinópolis;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1935;28
TRT3;G1;19184;1ª Vara do Trabalho de Formiga;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2411;42
TRT3;G1;19187;1ª Vara do Trabalho de Ituiutaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2209;25
TRT3;G1;19191;1ª Vara do Trabalho de Nova Lima;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1887;29
TRT3;G1;19197;1ª Vara do trabalho de Uberaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2083;69
TRT3;G1;19199;1ª Vara do Trabalho de Varginha;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1893;25
TRT3;G1;19219;2ª Vara do Trabalho de Governador Valadares;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2040;31
TRT3;G1;19223;2ª Vara do Trabalho de Juiz de Fora;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2104;23
TRT3;G1;19230;2ª Vara do Trabalho de Sete Lagoas;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2247;21
TRT3;G1;19231;2ª Vara do Trabalho de Uberaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;1941;58
TRT3;G1;19233;2ª Vara do Trabalho de Varginha;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2214;32
TRT3;G1;19245;3ª Vara do Trabalho de Betim;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1841;21
TRT3;G1;19253;3ª Vara do Trabalho de Uberaba;Trabalho;MG;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1785;29
TRT3;G1;19269;4ª Vara do Trabalho de Juiz de Fora;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;2036;21
TRT3;G1;19270;4ª Vara do Trabalho de Uberaba;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;994;22
TRT3;G2;19302;Gabinete de Desembargador n. 11;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;139;24
TRT3;G2;19316;Gabinete de Desembargador n. 21;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;165;21
TRT3;G2;19325;Gabinete de Desembargador n. 29;Trabalho;MG;Cível;;Cível;Acervo Médio;Acervo Médio;145;23
TRT3;G2;70798;Gabinete de Desembargador n. 18;Trabalho;MG;Cível;;Cível;Acervo Grande;Acervo Grande;421;23
TRT4;G1;46877;VT Alegrete;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1757;32
TRT4;G1;46880;1ª Bagé;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;2019;39
TRT4;G1;46881;2ª Bagé;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1988;33
TRT4;G1;46883;1ª Bento Gonçalves;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1933;97
TRT4;G1;46884;2ª Bento Gonçalves;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1886;51
TRT4;G1;46885;Posto de Nova Prata;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1785;45
TRT4;G1;46886;VT Cachoeira do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1988;48
TRT4;G1;46887;1ª Cachoeirinha;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2010;94
TRT4;G1;46888;2ª Cachoeirinha;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1785;49
TRT4;G1;46891;1ª Canoas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1394;66
TRT4;G1;46892;2ª Canoas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1734;87
TRT4;G1;46893;3ª Canoas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1616;91
TRT4;G1;46894;4ª Canoas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;378;34
TRT4;G1;46895;5ª Canoas;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;419;33
TRT4;G1;46896;VT Carazinho;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;685;41
TRT4;G1;46897;1ª Caxias do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1433;74
TRT4;G1;46898;2ª Caxias do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;800;72
TRT4;G1;46899;3ª Caxias do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;993;82
TRT4;G1;46900;4ª Caxias do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1722;111
TRT4;G1;46901;5ª Caxias do Sul;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;492;43
TRT4;G1;46903;VT Cruz Alta;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;2128;60
TRT4;G1;46905;1ª Erechim;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1065;109
TRT4;G1;46906;2ª Erechim;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1916;77
TRT4;G1;46907;3ª Erechim;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;698;71
TRT4;G1;46908;VT Estância Velha;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1174;24
TRT4;G1;46909;1ª Esteio;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;377;36
TRT4;G1;46913;VT Farroupilha;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;403;31
TRT4;G1;46914;VT Frederico Westphalen;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;889;39
TRT4;G1;46916;2ª Gramado;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;514;24
TRT4;G1;46917;1ª Gravataí;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1833;43
TRT4;G1;46918;2ª Gravataí;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1338;78
TRT4;G1;46919;3ª Gravataí;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;354;21
TRT4;G1;46921;VT Guaiba;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1903;89
TRT4;G1;46922;VT Ijuí;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;978;27
TRT4;G1;46923;VT Lagoa Vermelha;Trabalho;RS;Cível;;Cível;Acervo Médio;Acervo Médio;1150;37
TRT4;G1;46924;1ª Lajeado;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;954;30
TRT4;G1;46925;2ª Lajeado;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;396;22
TRT4;G1;46926;VT Montenegro;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;801;41
TRT4;G1;46927;1ª Novo Hamburgo;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1734;86
TRT4;G1;46928;2ª Novo Hamburgo;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1505;38
TRT4;G1;46930;4ª Novo Hamburgo;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1302;37
TRT4;G1;46931;5ª Novo Hamburgo;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1667;33
TRT4;G1;46932;VT Osorio;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1848;29
TRT4;G1;46933;Posto de Tramandaí;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1173;28
TRT4;G1;46936;1ª Passo Fundo;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1744;31
TRT4;G1;46937;2ª Passo Fundo;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;2079;35
TRT4;G1;46938;3ª Passo Fundo;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;814;32
TRT4;G1;46940;Posto de Marau;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1912;41
TRT4;G1;46941;1ª Pelotas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1996;65
TRT4;G1;46942;2ª Pelotas;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1053;29
TRT4;G1;46943;3ª Pelotas;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;1773;48
TRT4;G1;46944;4ª Pelotas;Trabalho;RS;Cível;;Cível;Acervo Grande;Acervo Grande;851;54
TRT4;G1;46945;1ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;836;65
TRT4;G1;46946;2ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1764;74
TRT4;G1;46947;3ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1053;56
TRT4;G1;46948;4ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;536;105
TRT4;G1;46949;5ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;775;82
TRT4;G1;46950;6ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;589;113
TRT4;G1;46951;7ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1692;110
TRT4;G1;46952;8ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;682;107
TRT4;G1;46953;9ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1718;61
TRT4;G1;46954;10ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1929;78
TRT4;G1;46955;11ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1451;55
TRT4;G1;46956;12ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1097;70
TRT4;G1;46957;13ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1804;69
TRT4;G1;46958;14ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;714;92
TRT4;G1;46959;15ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1855;100
TRT4;G1;46960;16ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;425;191
TRT4;G1;46961;17ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;875;83
TRT4;G1;46962;18ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1667;339
TRT4;G1;46963;19ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1975;119
TRT4;G1;46964;20ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1014;77
TRT4;G1;46965;21ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1030;106
TRT4;G1;46966;22ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1011;101
TRT4;G1;46967;23ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1481;59
TRT4;G1;46968;24ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;991;72
TRT4;G1;46969;25ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;933;75
TRT4;G1;46970;26ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1308;80
TRT4;G1;46971;27ª Porto Alegre;Trabalho;RS;Cível;;Cível;Acervo Inadministrável;Acervo Grande;1697;63
